original_text,perturbed_text,original_score,perturbed_score,original_output,perturbed_output,ground_truth_output,num_queries,result_type,human
"morton uses her face and her body language to bring us morvern 's soul , even though the character is almost completely deadpan . ","morton utilize her face and her body language to bring us morvern 's alma , even despite the characters is almost completely deadpan . ",0.003248095512,0.01171040535,1,1,1,10,Failed,
"instead of a hyperbolic beat-charged urban western , it 's an unpretentious , sociologically pointed slice of life . ","instead of a hyperbolic beat-charged urban western , it 's an unpretentious , sociologically indicated cutting of living . ",0.0008164048195,0.02007484436,1,1,1,10,Failed,
my thoughts were focused on the characters . ,my thinks were focus on the characters . ,0.005991339684,0.5079748631,1,0,1,16,Successful,Negative
"so , too , is this comedy about mild culture clashing in today 's new delhi . ","so , too , is this parody about mild culture clashing in today 's new delhi . ",0.006156921387,0.6624983549,1,0,1,6,Successful,Positive
"for starters , the story is just too slim . ","for starters , the tale is just too slim . ",0.001111090183,0.001255869865,0,0,0,7,Failed,
"this is a winning ensemble comedy that shows canadians can put gentle laughs and equally gentle sentiments on the button , just as easily as their counterparts anywhere else in the world . ","this is a earning ensemble comedy that denotes canadiens can put gentle laughs and equally gentle sentiments on the button , just as conveniently as their counterparts anywhere else in the world . ",0.0002517104149,0.0006909370422,1,1,1,16,Failed,
"at the very least , if you do n't know anything about derrida when you walk into the theater , you wo n't know much more when you leave . ","at the very least , if you do n't know anything about derrida when you walk into the teatro , you could n't savoir very more when you leave . ",0.006742358208,0.0920381546,0,0,0,11,Failed,
"the format gets used best ... to capture the dizzying heights achieved by motocross and bmx riders , whose balletic hotdogging occasionally ends in bone-crushing screwups . ","the format gets used nicest ... to capture the dizzying heights achieved by motocross and bmx riders , whose balletic hotdogging occasionally ends in bone-crushing screwups . ",0.008447349072,0.7570766211,1,0,1,4,Successful,Negative
"inside the film 's conflict-powered plot there is a decent moral trying to get out , but it 's not that , it 's the tension that keeps you in your seat . ","inside the movies 's conflict-powered plot there is a presentable moral trying to get out , but it 's not that , it 's the tensions that keeps you in your seating . ",0.006184339523,0.06363505125,1,1,1,15,Failed,
"there ought to be a directing license , so that ed burns can have his revoked . ","there would to be a directing licence , so that ed burns can have his rescinded . ",0.00153118372,0.004188537598,0,0,0,16,Failed,
bad . ,bad . ,0.0009680986404,0.0009680986404,0,0,0,1,Failed,
"that dogged good will of the parents and ` vain ' jia 's defoliation of ego , make the film touching despite some doldrums . ","that dogged good will of the parents and ` pointless ' jia 's defoliation of ego , make the movie affects while some doldrums . ",0.0007318854332,0.9393620491,1,0,1,12,Successful,Negative
falls neatly into the category of good stupid fun . ,falls neatly into the category of good stupid fun . ,0.9157915115,0.9157915115,0,0,1,1,Skipped,
"an artful , intelligent film that stays within the confines of a well-established genre . ","an astute , intelligent film that resting within the restrictions of a well-established genre . ",0.0004286170006,0.0006240010262,1,1,1,23,Failed,
"smart , provocative and blisteringly funny . ","smart , provocation and blisteringly humorous . ",0.0003192424774,0.0003741979599,1,1,1,3,Failed,
"and the lesson , in the end , is nothing new . ","and the lesson , in the ends , is nothing newest . ",0.0017760396,0.005928099155,0,0,0,3,Failed,
"this is not the undisputed worst boxing movie ever , but it 's certainly not a champion - the big loser is the audience . ","this is not the undisputed meanest boxing film ever , but it 's undoubtedly not a champion - the large loser is the audience . ",0.001658201218,0.01676636934,0,0,0,40,Failed,
"not only is undercover brother as funny , if not more so , than both austin powers films , but it 's also one of the smarter , savvier spoofs to come along in some time . ","not only is covert brother as comical , if not more so , than both austin powers movies , but it 's also one of the wiser , savvier spoofs to come along in some time . ",0.0003728866577,0.0008319616318,1,1,1,22,Failed,
to say this was done better in wilder 's some like it hot is like saying the sun rises in the east . ,to say this was accomplished better in wilder 's some like it hot is like saying the sun rises in the east . ,0.01093751192,0.7050161362,0,1,0,7,Successful,Negative
"the entire movie is about a boring , sad man being boring and sad . ","the entire movie is about a monotonous , regretful man being bored and sorrowful . ",0.001890659332,0.004555106163,0,0,0,19,Failed,
"this time mr. burns is trying something in the martin scorsese street-realist mode , but his self-regarding sentimentality trips him up again . ","this time mr. burns is trying something in the martin scorsese street-realist mode , but his self-regarding sentimentality travels him up again . ",0.01949816942,0.812155962,0,1,0,11,Successful,Negative
"perceptive in its vision of nascent industrialized world politics as a new art form , but far too clunky , didactic and saddled with scenes that seem simply an ill fit for this movie . ","insightful in its sight of nascent industrialized world politics as a new art form , but far too clunky , didactic and burdened with scenes that seem simply an indisposed fit for this movie . ",0.00177437067,0.02610993385,0,0,0,17,Failed,
"the best revenge may just be living well because this film , unlike other dumas adaptations , is far more likened to a treasure than a lengthy jail sentence . ","the best retaliation may just be living well because this film , unlike other dumas adaptations , is far more likened to a hoard than a lengthy jail sentences . ",0.002050817013,0.4469525814,1,1,1,16,Failed,
the movie understands like few others how the depth and breadth of emotional intimacy give the physical act all of its meaning and most of its pleasure . ,the movie comprises like few others how the depth and width of emotional intimacy lend the physical act all of its meaning and most of its glee . ,0.001439392567,0.009432852268,1,1,1,11,Failed,
"once ( kim ) begins to overplay the shock tactics and bait-and-tackle metaphors , you may decide it 's too high a price to pay for a shimmering picture postcard . ","once ( kim ) begins to overplay the shock tactics and bait-and-tackle metaphors , you maggio deciding it 's too supreme a price to pay for a shimmering visuals postcard . ",0.03265321255,0.6538594961,0,1,0,36,Successful,Negative
"all that 's missing is the spontaneity , originality and delight . ","all that 's lacking is the spontaneity , originality and delight . ",0.4828944802,0.6808979511,0,1,0,5,Successful,Positive
"what the film lacks in general focus it makes up for in compassion , as corcuera manages to find the seeds of hope in the form of collective action . ","what the film missing in general emphasis it makes up for in pity , as corcuera manages to find the seed of hope in the form of collective action . ",0.0005335211754,0.0051882267,1,1,1,10,Failed,
the socio-histo-political treatise is told in earnest strides ... ( and ) personal illusion is deconstructed with poignancy . ,the socio-histo-political treatise is say in earnest steps ... ( and ) personal illusion is deconstructed with poignancy . ,0.05930435658,0.6859111786,1,0,1,8,Successful,Negative
my reaction in a word : disappointment . ,my reactions in a word : disappointment . ,0.002593100071,0.003162622452,0,0,0,6,Failed,
"a psychological thriller with a genuinely spooky premise and an above-average cast , actor bill paxton 's directing debut is a creepy slice of gothic rural americana . ","a psychological thrillers with a genuinely spooky premise and an above-average cast , actor bill paxton 's directing debut is a terrifying cutting of goth rural americana . ",0.001069486141,0.02069956064,1,1,1,12,Failed,
"corny , schmaltzy and predictable , but still manages to be kind of heartwarming , nonetheless . ","corny , schmaltzy and foreseeable , but nonetheless administered to be kind of heartwarming , albeit . ",0.005282819271,0.08106547594,1,1,1,9,Failed,
"nothing 's at stake , just a twisty double-cross you can smell a mile away -- still , the derivative nine queens is lots of fun . ","nothing 's at stake , just a twisty double-cross you can smell a mile away -- still , the derivative nine queens is lots of droll . ",0.001836240292,0.997414887,1,0,1,3,Successful,Negative
"far more imaginative and ambitious than the trivial , cash-in features nickelodeon has made from its other animated tv series . ","far more creative and ambitious than the trite , cash-in specifics nickelodeon has made from its other animate tv series . ",0.0006779432297,0.001963078976,1,1,1,28,Failed,
"of course , by more objective measurements it 's still quite bad . ","of course , by more objective measurements it 's still quite unhealthy . ",0.001615405083,0.002779006958,0,0,0,9,Failed,
"as the two leads , lathan and diggs are charming and have chemistry both as friends and lovers . ","as the two leads , lathan and diggs are enchanting and have chem both as mates and lovers . ",0.00035572052,0.0006031990051,1,1,1,9,Failed,
it provides an honest look at a community striving to anchor itself in new grounds . ,it prescribes an truthful glance at a community striving to anchor itself in new grounds . ,0.0004708766937,0.001644194126,1,1,1,14,Failed,
this movie seems to have been written using mad-libs . ,this films appears to have been wrote employs mad-libs . ,0.001147985458,0.003563523293,0,0,0,12,Failed,
reign of fire looks as if it was made without much thought -- and is best watched that way . ,reign of fire looks as if it was made without much thought -- and is best watched that way . ,0.9955412149,0.9955412149,0,0,1,1,Skipped,
"martin and barbara are complex characters -- sometimes tender , sometimes angry -- and the delicate performances by sven wollter and viveka seldahl make their hopes and frustrations vivid . ","martin and barbara are complicate characters -- sometimes tender , sometimes angry -- and the fragile performances by sven wollter and viveka seldahl make their aspirations and frustrations lifelike . ",0.0003099441528,0.003920614719,1,1,1,15,Failed,
"it 's not that kung pow is n't funny some of the time -- it just is n't any funnier than bad martial arts movies are all by themselves , without all oedekerk 's impish augmentation . ","it 's not that kung pow is n't hilarious some of the time -- it just is n't any funnier than wicked martial arts cinematography are all by themselves , without all oedekerk 's impish heighten . ",0.001359522343,0.004717648029,0,0,0,39,Failed,
i 'd have to say the star and director are the big problems here . ,i 'd have to say the stars and director are the considerable difficulties here . ,0.005781888962,0.06253784895,0,0,0,25,Failed,
affleck and jackson are good sparring partners . ,affleck and jackson are alright sparring partner . ,0.0006124973297,0.0009157657623,1,1,1,3,Failed,
"whether you like rap music or loathe it , you ca n't deny either the tragic loss of two young men in the prime of their talent or the power of this movie . ","whether you like rap music or loathe it , you ca n't deny nor the disastrous loss of two young men in the prime of their talent or the power of this movie . ",0.001289606094,0.7115561962,1,0,1,8,Successful,Negative
not since japanese filmmaker akira kurosawa 's ran have the savagery of combat and the specter of death been visualized with such operatic grandeur . ,not since japanese filmmaker akira kurosawa 's ran have the savagery of combating and the phantoms of death been visualized with such melodramatic magnitude . ,0.001980543137,0.007051825523,1,1,1,9,Failed,
a by-the-numbers effort that wo n't do much to enhance the franchise . ,a by-the-numbers endeavours that could n't do much to strengthened the franchise . ,0.001386642456,0.008219778538,0,0,0,24,Failed,
"an occasionally funny , but overall limp , fish-out-of-water story . ","an intermittently funny , but comprehensive limp , fish-out-of-water story . ",0.003066778183,0.6353995204,0,1,0,9,Successful,Negative
brilliantly explores the conflict between following one 's heart and following the demands of tradition . ,magnificently scrutinize the conflict between following one 's heart and following the demands of tradition . ,0.0003304481506,0.6159454584,1,0,1,23,Successful,Negative
"despite the 2-d animation , the wild thornberrys movie makes for a surprisingly cinematic experience . ","despite the 2-d animation , the wild thornberrys movie makes for a appallingly cinematic experience . ",0.0007603168488,0.9759814143,1,0,1,18,Successful,
it appears that something has been lost in the translation to the screen . ,it transpires that something has been lost in the translate to the screen . ,0.001711189747,0.005549907684,0,0,0,10,Failed,
it all feels like a monty python sketch gone horribly wrong . ,it all thinks like a monty python sketch gone terrifyingly amiss . ,0.001293420792,0.001871526241,0,0,0,20,Failed,
the film tunes into a grief that could lead a man across centuries . ,the film tunes into a pain that could lead a man across centuries . ,0.1512839198,0.5794118643,1,0,1,11,Successful,
"dazzles with its fully-written characters , its determined stylishness ( which always relates to characters and story ) and johnny dankworth 's best soundtrack in years . ","dazzles with its fully-written trait , its ascertained stylishness ( which always relates to characters and story ) and jonny dankworth 's optimum soundtrack in years . ",0.0002488493919,0.0008331537247,1,1,1,18,Failed,
it 's a work by an artist so in control of both his medium and his message that he can improvise like a jazzman . ,it 's a work by an artist so in auditing of both his media and his message that he can improvise like a jazzman . ,0.004842340946,0.7715425491,1,0,1,17,Successful,
it 's the chemistry between the women and the droll scene-stealing wit and wolfish pessimism of anna chancellor that makes this `` two weddings and a funeral '' fun . ,it 's the chemistry between the women and the droll scene-stealing wit and wolfish pessimism of anna chancellor that makes this `` two weddings and a funeral '' droll . ,0.0004657506943,0.9930266738,1,0,1,5,Successful,
"stealing harvard is evidence that the farrelly bros. -- peter and bobby -- and their brand of screen comedy are wheezing to an end , along with green 's half-hearted movie career . ","stolen harvard is testimony that the farrelly bros. -- peter and bobby -- and their brand of screen travesty are wheezing to an end , along with green 's half-hearted movie carrera . ",0.003228843212,0.007411241531,0,0,0,25,Failed,
"a full world has been presented onscreen , not some series of carefully structured plot points building to a pat resolution . ","a full world has been presented onscreen , not some series of carefully structured plot points building to a pat resolution . ",0.8083238602,0.8083238602,0,0,1,1,Skipped,
huston nails both the glad-handing and the choking sense of hollow despair . ,huston fingernails both the glad-handing and the choking sense of hollow despair . ,0.03821796179,0.6147614717,1,0,1,2,Successful,
one of the more intelligent children 's movies to hit theaters this year . ,one of the more shrewd kids 's movie to hit theater this year . ,0.0003365278244,0.002213597298,1,1,1,16,Failed,
the film tries too hard to be funny and tries too hard to be hip . ,the movie tries too hard to be fun and tries too tough to be hip . ,0.001701533794,0.002275049686,0,0,0,12,Failed,
blanchett 's performance confirms her power once again . ,blanchett 's performance corroborates her power once again . ,0.0006221532822,0.001092672348,1,1,1,6,Failed,
"if you believe any of this , i can make you a real deal on leftover enron stock that will double in value a week from friday . ","if you believe any of this , i can make you a real treat on leftover enron stock that will double in value a week from friday . ",0.1559540629,0.9460790753,0,1,0,8,Successful,
attempts by this ensemble film to impart a message are so heavy-handed that they instead pummel the audience . ,strives by this ensemble film to impart a message are so heavy-handed that they however squish the spectators . ,0.00122910738,0.0799869895,0,0,0,19,Failed,
no one but a convict guilty of some truly heinous crime should have to sit through the master of disguise . ,no one but a convict guilty of some truthfully heinous criminality should have to seated through the master of disguises . ,0.02097183466,0.04006695747,0,0,0,25,Failed,
rarely has so much money delivered so little entertainment . ,rarely has so much money rendered so small entertainments . ,0.005773544312,0.5004085302,0,1,0,8,Successful,
taylor appears to have blown his entire budget on soundtrack rights and had nothing left over for jokes . ,taylor emerges to have molten his entire budgets on soundtrack rights and had nothing left over for jokes . ,0.001355350018,0.002604484558,0,0,0,11,Failed,
`` the time machine '' is a movie that has no interest in itself . ,`` the time machine '' is a films that has no interest in itself . ,0.000649034977,0.0009532570839,0,0,0,5,Failed,
a rarity among recent iranian films : it 's a comedy full of gentle humor that chides the absurdity of its protagonist 's plight . ,a dearth among recent iranian films : it 's a comedy full of mild mood that chides the absurdity of its protagonist 's plight . ,0.0005299448967,0.7798231244,1,0,1,12,Successful,
"/ but daphne , you 're too buff / fred thinks he 's tough / and velma - wow , you 've lost weight ! ","/ but daphne , you 're too buff / freda thoughts he 's tough / and vera - wow , you 've lost weight ! ",0.04273247719,0.1373429894,0,0,0,27,Failed,
"the very definition of the ` small ' movie , but it is a good stepping stone for director sprecher . ","the very definition of the ` miniscule ' movie , but it is a good step stone for director sprecher . ",0.0007135272026,0.004420936108,1,1,1,16,Failed,
"it 's like every bad idea that 's ever gone into an after-school special compiled in one place , minus those daytime programs ' slickness and sophistication ( and who knew they even had any ? ) . ","it 's like any wicked ideals that 's ever gone into an after-school special compiled in one place , minus those daylight programs ' slickness and sophistication ( and who knew they even had any ? ) . ",0.001394212246,0.005555927753,0,0,0,21,Failed,
"chilling , well-acted , and finely directed : david jacobson 's dahmer . ","chilling , well-acted , and subtly oriented : david jacobson 's dahmer . ",0.0004523396492,0.0009213685989,1,1,1,7,Failed,
"it ca n't decide if it wants to be a mystery/thriller , a romance or a comedy . ","it ca n't decided if it wanna to be a enigma/thriller , a romance or a comedy . ",0.001271665096,0.002290725708,0,0,0,18,Failed,
"paid in full is so stale , in fact , that its most vibrant scene is one that uses clips from brian de palma 's scarface . ","paying in full is so archaic , in fact , that its most vibrant scene is one that utilizing clips from brian de palm 's scarface . ",0.001631319523,0.02160662413,0,0,0,23,Failed,
"a coda in every sense , the pinochet case splits time between a minute-by-minute account of the british court 's extradition chess game and the regime 's talking-head survivors . ","a coda in every sense , the pinochet case splits time between a minute-by-minute account of the british court 's extradition chess game and the regime 's talking-head survivors . ",0.8471662998,0.8471662998,0,0,1,1,Skipped,
"it 's played in the most straight-faced fashion , with little humor to lighten things up . ","it 's effected in the most straight-faced manner , with scant humor to lighten matters up . ",0.004964351654,0.03289216757,0,0,0,9,Failed,
a dumb movie with dumb characters doing dumb things and you have to be really dumb not to see where this is going . ,a silly movie with dumb characters doing dumb things and you have to be truthfully stupid not to behold where this is going . ,0.001240491867,0.001689195633,0,0,0,33,Failed,
"with virtually no interesting elements for an audience to focus on , chelsea walls is a triple-espresso endurance challenge . ","with virtually no interesting elements for an audience to focus on , chelsea walls is a triple-espresso stamina challenge . ",0.01011639833,0.6265338659,0,1,0,7,Successful,
dense with characters and contains some thrilling moments . ,dense with characters and encompasses some riveting moments . ,0.0002992153168,0.0008598566055,1,1,1,8,Failed,
as unseemly as its title suggests . ,as unseemly as its title suggests . ,0.9981504083,0.9981504083,0,0,1,1,Skipped,
it 's like watching a nightmare made flesh . ,it 's like watching a nightmare accomplished flesh . ,0.01468759775,0.03499191999,0,0,0,5,Failed,
"minority report is exactly what the title indicates , a report . ","minority report is exactly what the title indicates , a report . ",0.9789248109,0.9789248109,0,0,1,1,Skipped,
"it 's hard to like a film about a guy who is utterly unlikeable , and shiner , starring michael caine as an aging british boxing promoter desperate for a taste of fame and fortune , is certainly that . ","it 's hard to like a film about a guy who is utterly unlikeable , and shiner , starring michael caine as an aging british boxing promoter desperate for a taste of fame and fortune , is definitely that . ",0.2345135212,0.7636036277,0,1,0,13,Successful,
"an entertaining , colorful , action-filled crime story with an intimate heart . ","an entertaining , colorful , action-filled offenses stories with an intimate heart . ",0.0002208352089,0.000260412693,1,1,1,8,Failed,
"for this reason and this reason only -- the power of its own steadfast , hoity-toity convictions -- chelsea walls deserves a medal . ","for this reason and this reason only -- the power of its own steadfast , hoity-toity convictions -- chelsea walls deserved a decoration . ",0.003054201603,0.6912564635,1,0,1,12,Successful,
"it just may inspire a few younger moviegoers to read stevenson 's book , which is a treasure in and of itself . ","it just may stimulate a few younger moviegoers to read stevenson 's book , which is a hoard in and of itself . ",0.000367641449,0.02555501461,1,1,1,7,Failed,
basically a static series of semi-improvised ( and semi-coherent ) raps between the stars . ,broadly a static series of semi-improvised ( and semi-coherent ) raps between the stars . ,0.00360506773,0.01048088074,0,0,0,14,Failed,
... with `` the bourne identity '' we return to the more traditional action genre . ,... with `` the bourne identity '' we reverted to the more traditional action genre . ,0.0211583972,0.5743265152,1,0,1,11,Successful,
"it 's so good that its relentless , polished wit can withstand not only inept school productions , but even oliver parker 's movie adaptation . ","it 's so alright that its untiring , polished wit can endure not only inept school productions , but even oliver parker 's movie adaptation . ",0.001266419888,0.6057344079,1,0,1,20,Successful,
chokes on its own depiction of upper-crust decorum . ,chokes on its own portrait of upper-crust decorum . ,0.002124190331,0.003987431526,0,0,0,3,Failed,
"while there 's something intrinsically funny about sir anthony hopkins saying ` get in the car , bitch , ' this jerry bruckheimer production has little else to offer ","while there 's something intrinsically funny about sir anthony hopkins saying ` get in the car , bitch , ' this jerry bruckheimer production has little else to offer ",0.9978981018,0.9978981018,0,0,1,1,Skipped,
a rewarding work of art for only the most patient and challenge-hungry moviegoers . ,a reward jobs of art for only the most ailing and challenge-hungry moviegoers . ,0.0004304051399,0.4668194652,1,1,1,17,Failed,
directed in a paint-by-numbers manner . ,directed in a paint-by-numbers ways . ,0.01983863115,0.04467844963,0,0,0,7,Failed,
k-19 exploits our substantial collective fear of nuclear holocaust to generate cheap hollywood tension . ,k-19 feats our substantial collective fear of nuclear holocaust to generate inexpensive hollywood tensions . ,0.01364707947,0.6451000571,0,1,0,6,Successful,
"at its best , queen is campy fun like the vincent price horror classics of the '60s . ","at its better , queen is campy fun like the vincent pricing terror masterpieces of the '60s . ",0.0009667873383,0.004943728447,1,1,1,10,Failed,
"it 's a much more emotional journey than what shyamalan has given us in his past two movies , and gibson , stepping in for bruce willis , is the perfect actor to take us on the trip . ","it 's a much more sentimental trips than what shyamalan has given us in his past two movies , and gibson , stepping in for bruce willis , is the irreproachable protagonist to take us on the trip . ",0.0004294514656,0.00220310688,1,1,1,20,Failed,
the quality of the art combined with the humor and intelligence of the script allow the filmmakers to present the biblical message of forgiveness without it ever becoming preachy or syrupy . ,the quality of the art combined with the mood and intelligence of the screenplay allow the cinematographers to present the biblical message of amnesty without it ever becoming preachy or syrupy . ,0.0003755092621,0.0005124807358,1,1,1,10,Failed,
cool ? ,cool ? ,0.002922654152,0.002922654152,1,1,1,1,Failed,
"deliriously funny , fast and loose , accessible to the uninitiated , and full of surprises ","deliriously comical , fast and loose , accessible to the uninitiated , and full of astonishment ",0.0002638697624,0.0007846355438,1,1,1,7,Failed,
"even with a green mohawk and a sheet of fire-red flame tattoos covering his shoulder , however , kilmer seems to be posing , rather than acting . ","even with a green mohawk and a sheet of fire-red flame tattoos covering his shoulder , yet , kilmer appears to be posing , comparatively than acting . ",0.03290635347,0.5312662125,0,1,0,15,Successful,
the story and the friendship proceeds in such a way that you 're watching a soap opera rather than a chronicle of the ups and downs that accompany lifelong friendships . ,the story and the friendship proceeds in such a way that you 're watching a soap opera rather than a chronicle of the ups and downs that accompany lifelong friendships . ,0.8824008703,0.8824008703,1,1,0,1,Skipped,
"at a time when half the so-called real movies are little more than live-action cartoons , it 's refreshing to see a cartoon that knows what it is , and knows the form 's history . ","at a time when half the so-called real movies are little more than live-action cartoon , it 's refreshed to seeing a caricature that knows what it is , and knows the form 's history . ",0.000570833683,0.001088261604,1,1,1,8,Failed,
"the old-world - meets-new mesh is incarnated in the movie 's soundtrack , a joyful effusion of disco bollywood that , by the end of monsoon wedding , sent my spirit soaring out of the theater . ","the old-world - meets-new mesh is incarnated in the movie 's soundtrack , a jubilant effusion of disco bollywood that , by the end of monsoon wedding , sent my geist spiraling out of the theater . ",0.0004490017891,0.5098916292,1,0,1,31,Successful,
jones ... does offer a brutal form of charisma . ,jones ... does offered a cruel form of charisma . ,0.0007944703102,0.7258031368,1,0,1,10,Successful,
its well of thorn and vinegar ( and simple humanity ) has long been plundered by similar works featuring the insight and punch this picture so conspicuously lacks . ,its well of thorn and vinegar ( and simple humanity ) has long been burgled by similar works features the insight and punch this picture so ostensibly absence . ,0.00417226553,0.06388449669,0,0,0,25,Failed,
travels a fascinating arc from hope and euphoria to reality and disillusionment . ,trip a fascinating cra from hope and euphoria to reality and disillusionment . ,0.002033352852,0.01381278038,1,1,1,11,Failed,
serving sara does n't serve up a whole lot of laughs . ,serving sara does n't serving up a entire lot of grin . ,0.0009950995445,0.008031308651,0,0,0,13,Failed,
"the sort of film that makes me miss hitchcock , but also feel optimistic that there 's hope for popular cinema yet . ","the sort of film that makes me miss hitchcock , but apart feel optimist that there 's hopes for popular film yet . ",0.001847684383,0.1338291168,1,1,1,15,Failed,
"fun , flip and terribly hip bit of cinematic entertainment . ","fun , flip and hideously hip bit of cinematographic recreational . ",0.0002588629723,0.001634657383,1,1,1,25,Failed,
"the x potion gives the quickly named blossom , bubbles and buttercup supernatural powers that include extraordinary strength and laser-beam eyes , which unfortunately do n't enable them to discern flimsy screenplays . ","the x potion gives the quickly named blossom , bubbles and buttercup supernatural powers that include splendid strength and laser-beam eyes , which alack do n't enable them to discern flimsy screenplays . ",0.02631950378,0.8420649171,0,1,0,30,Successful,
the wild thornberrys movie is a jolly surprise . ,the wild thornberrys cinema is a jolly surprise . ,0.0005685687065,0.000735938549,1,1,1,11,Failed,
"entertains by providing good , lively company . ","entertains by offered alright , lively company . ",0.0002898573875,0.0003778934479,1,1,1,6,Failed,
"a densely constructed , highly referential film , and an audacious return to form that can comfortably sit among jean-luc godard 's finest work . ","a heavily erected , highly referential film , and an audacious return to form that can conveniently sit among jean-luc godard 's noblest work . ",0.0003824234009,0.001968085766,1,1,1,13,Failed,
what was once original has been co-opted so frequently that it now seems pedestrian . ,what was once initial has been co-opted so periodically that it now seem pedestrian . ,0.00235670805,0.003635823727,0,0,0,7,Failed,
the story and structure are well-honed . ,the story and edifice are well-honed . ,0.0006564259529,0.0008568763733,1,1,1,3,Failed,
"macdowell , whose wifty southern charm has anchored lighter affairs ... brings an absolutely riveting conviction to her role . ","macdowell , whose wifty southern charm has entrenched lighter affairs ... puts an entirely riveting convictions to her role . ",0.000285089016,0.0005904436111,1,1,1,17,Failed,
an intriguing cinematic omnibus and round-robin that occasionally is more interesting in concept than in execution . ,an enigmatic cinematographic omnibus and round-robin that occasionally is more interesting in conception than in implementation . ,0.0003446340561,0.2224285007,1,1,1,18,Failed,
the second coming of harry potter is a film far superior to its predecessor . ,the second coming of harry potter is a film far upper to its predecessor . ,0.0007237792015,0.276008904,1,1,1,3,Failed,
"if you can stomach the rough content , it 's worth checking out for the performances alone . ","if you can stomachache the rough content , it 's worth inspecting out for the performances alone . ",0.002035021782,0.7907538414,1,0,1,15,Successful,
"a warm , funny , engaging film . ","a warm , comical , engage movies . ",0.0002309679985,0.0002798438072,1,1,1,9,Failed,
i 'll bet the video game is a lot more fun than the film . ,i 'll bet the video game is a lot more fun than the film . ,0.9405283928,0.9405283928,1,1,0,1,Skipped,
the best film about baseball to hit theaters since field of dreams . ,the best film about baseball to hit theaters since campo of nightmares . ,0.0002835392952,0.0003613233566,1,1,1,10,Failed,
it is great summer fun to watch arnold and his buddy gerald bounce off a quirky cast of characters . ,it is super summer fun to watch arnold and his boyfriend gerald pounce off a eccentric cast of characters . ,0.0003329515457,0.0009465813637,1,1,1,21,Failed,
"complete lack of originality , cleverness or even visible effort ","complete shortages of originality , cleverness or even observable endeavours ",0.0009769201279,0.001309335232,0,0,0,18,Failed,
"awesome creatures , breathtaking scenery , and epic battle scenes add up to another ` spectacular spectacle . ' ","marvellous creatures , breathtaking landscapes , and epic battle scenes summing up to another ` dramatic spectacle . ' ",0.0003577470779,0.0008128285408,1,1,1,38,Failed,
"all-in-all , the film is an enjoyable and frankly told tale of a people who live among us , but not necessarily with us . ","all-in-all , the film is an agreeable and frankly say story of a people who live among us , but not invariably with us . ",0.0003062486649,0.0005589127541,1,1,1,11,Failed,
hit and miss as far as the comedy goes and a big ole ' miss in the way of story . ,hitting and miss as far as the comedy goes and a grandes ole ' miss in the pathway of story . ,0.002361297607,0.6496059895,0,1,0,29,Successful,
too much of it feels unfocused and underdeveloped . ,too much of it feels unfocused and underdevelopment . ,0.00111335516,0.001136422157,0,0,0,4,Failed,
a deep and meaningful film . ,a deep and valid films . ,0.0002310872078,0.0003448724747,1,1,1,7,Failed,
but it could have been worse . ,but it could have been worse . ,0.006826817989,0.006826817989,0,0,0,3,Failed,
that 's pure pr hype . ,that 's pure pr fanfare . ,0.003801286221,0.9957821369,0,1,0,2,Successful,
a painfully funny ode to bad behavior . ,a embarrassingly comical ode to bad behavior . ,0.02627509832,0.989874959,1,0,1,6,Successful,
"you 'll gasp appalled and laugh outraged and possibly , watching the spectacle of a promising young lad treading desperately in a nasty sea , shed an errant tear . ","you 'll gasp appalled and laugh appalled and possibly , watching the spectacle of a promising young lad treading desperately in a nasty sea , shed an errant tear . ",0.4632260203,0.5578320026,1,0,1,9,Successful,
"liotta put on 30 pounds for the role , and has completely transformed himself from his smooth , goodfellas image . ","liotta put on 30 pounds for the role , and has totally conversion himself from his smooth , goodfellas image . ",0.001384615898,0.6138535738,1,0,1,19,Successful,
a beguiling splash of pastel colors and prankish comedy from disney . ,a beguiling splat of pastel colors and prankish comedy from disneyland . ,0.000401198864,0.0007266402245,1,1,1,4,Failed,
"it proves quite compelling as an intense , brooding character study . ","it testifies rather conclusive as an intense , brooding character studies . ",0.0003299713135,0.4737613201,1,1,1,22,Failed,
an unwise amalgam of broadcast news and vibes . ,an mindless blending of broadcast news and vibes . ,0.001031517982,0.005088150501,0,0,0,7,Failed,
"utterly lacking in charm , wit and invention , roberto benigni 's pinocchio is an astonishingly bad film . ","utterly lacking in charm , wit and invention , roberto benigni 's pinocchio is an astonishingly wicked film . ",0.0008111596107,0.9431240559,0,1,0,11,Successful,
and that leaves a hole in the center of the salton sea . ,and that departs a hole in the center of the salton sea . ,0.004477977753,0.006431877613,0,0,0,2,Failed,
the chateau cleverly probes the cross-cultural differences between gauls and yanks . ,the chateau sensibly enquiry the cross-cultural discrepancy between gauls and yanks . ,0.0005316138268,0.008672177792,1,1,1,26,Failed,
broomfield turns his distinctive ` blundering ' style into something that could really help clear up the case . ,broomfield turns his symptomatic ` blundering ' style into something that could really aiding clear up the case . ,0.02628594637,0.5585882664,1,0,1,17,Successful,
"a pleasant enough romance with intellectual underpinnings , the kind of movie that entertains even as it turns maddeningly predictable . ","a congenial enough romanticism with intellectual underpinnings , the kind of movie that entertains yet as it revolves maddeningly predictable . ",0.0007009506226,0.2592896819,1,1,1,11,Failed,
