idx,text,label,features,preds,transforms,is_changed,old_text,alignment_score,fluency_score,grammar_score,llm_label,llm_explanation,different_label,diff_html
60,that 's all that 's sashay on here . ,0,"[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0]",[0.99646145 0.0035386 ],[0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],1,that 's all that 's going on here . ,0.9863762,0.253862284,1,2,The sentiment of the text is neutral. The text is difficult to interpret and lacks clear positive or negative sentiment. The use of colloquial language and slang makes it challenging to determine the intended meaning.,1,"<span>that 's all that 's </span><del style=""background:#ffe6e6;"">going</del><ins style=""background:#e6ffe6;"">sashay</ins><span> on here . </span>"
61,a haսntіng taⅼe ,1,"[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0]",[2.3467043e-04 9.9976534e-01],[0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0],1,a haunting tale ,0.03737517,3.480080691,0.333333333,2,"The sentiment of the text is neutral. While the word 'haunting' could imply a negative connotation, it is not clear from the context whether this is the case. Therefore, the sentiment is classified as neutral.",1,"<span>a ha</span><del style=""background:#ffe6e6;"">u</del><ins style=""background:#e6ffe6;"">ս</ins><span>nt</span><del style=""background:#ffe6e6;"">i</del><ins style=""background:#e6ffe6;"">і</ins><span>ng ta</span><del style=""background:#ffe6e6;"">l</del><ins style=""background:#e6ffe6;"">ⅼ</ins><span>e </span>"
62,but depressing relentlessly one situation after another for its entire running time,0,"[0 0 0 0 0 1 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 1 0 1 0 0 0 0 0 0 0 0 0 0 0 1 0
 0 0 0 0 0 0 0]",[9.9964762e-01 3.5241526e-04],[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0],1,but one relentlessly depressing situation after another for its entire running time ,0.999872,0.818161074,1,0,"The sentiment of the text is negative. The use of words like 'depressing' and 'relentlessly' suggest a negative evaluation of the situation being described. The phrase 'one situation after another' implies a series of negative events, further reinforcing the negative sentiment.",0,"<span>but </span><del style=""background:#ffe6e6;"">o</del><ins style=""background:#e6ffe6;"">depressi</ins><span>n</span><del style=""background:#ffe6e6;"">e</del><ins style=""background:#e6ffe6;"">g</ins><span> relentlessly </span><del style=""background:#ffe6e6;"">depr</del><ins style=""background:#e6ffe6;"">on</ins><span>e</span><del style=""background:#ffe6e6;"">ssing</del><span> situation after another for its entire running time</span><del style=""background:#ffe6e6;""> </del>"
63,a no-bull throwback to 1970s actioh films ,1,"[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 1 1 0 0 0 0 0 0 0 0 0
 0 0 0 0 1 0 0]",[4.6637349e-04 9.9953365e-01],[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0],1,a no-bull throwback to 1970s action films ,0.99853927,0.351533181,0.5,1,"The sentiment of the text is positive. The phrase 'no-bull' suggests that the film is straightforward and honest, which is a positive attribute. The use of the phrase 'throwback to 1970s action films' implies that the film is a nostalgic homage to a beloved genre, which also has a positive connotation.",0,"<span>a no-bull throwback to 1970s actio</span><del style=""background:#ffe6e6;"">n</del><ins style=""background:#e6ffe6;"">h</ins><span> films </span>"
64,"fоr their ac𝚝іng ϲհopѕ , bս𝚝 for 𝚝hеir looks ",0,"[0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0]",[0.99445665 0.00554334],[0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0],1,"for their acting chops , but for their looks ",0.9910299,0.772907033,0.333333333,2,"The sentiment of the text is neutral. While the text mentions both acting skills and looks, it does not express a clear positive or negative evaluation of either. Therefore, the sentiment is classified as neutral.",1,"<span>f</span><del style=""background:#ffe6e6;"">o</del><ins style=""background:#e6ffe6;"">о</ins><span>r their ac</span><del style=""background:#ffe6e6;"">ti</del><ins style=""background:#e6ffe6;"">𝚝і</ins><span>ng </span><del style=""background:#ffe6e6;"">ch</del><ins style=""background:#e6ffe6;"">ϲհ</ins><span>op</span><del style=""background:#ffe6e6;"">s</del><ins style=""background:#e6ffe6;"">ѕ</ins><span> , b</span><del style=""background:#ffe6e6;"">ut</del><ins style=""background:#e6ffe6;"">ս𝚝</ins><span> for </span><del style=""background:#ffe6e6;"">t</del><ins style=""background:#e6ffe6;"">𝚝</ins><span>h</span><del style=""background:#ffe6e6;"">e</del><ins style=""background:#e6ffe6;"">е</ins><span>ir looks </span>"
65,the yyar 's greatest adventure ,1,"[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 1 0 0]",[1.3015165e-04 9.9986982e-01],[0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0],1,the year 's greatest adventure ,0.9999883,0.504321557,1,2,"The sentiment of the text is neutral. While the text suggests an adventure, it does not provide any positive or negative evaluation of that adventure. Therefore, the sentiment is neutral.",1,"<span>the y</span><del style=""background:#ffe6e6;"">e</del><ins style=""background:#e6ffe6;"">y</ins><span>ar 's greatest adventure </span>"
66,dark to be decipherable  🚣🏾‍♀,0,"[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0]",[0.99508435 0.00491567],[1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],1,dark to be decipherable ,1.0003974,8.145459795,0.5,2,"The sentiment of the text is neutral. The text does not contain any overtly positive or negative language, and the use of an emoji makes it difficult to discern any underlying sentiment. Therefore, a neutral label is appropriate.",1,"<span>dark to be decipherable </span><ins style=""background:#e6ffe6;""> 🚣🏾‍♀</ins>"
67,disney again ransacks its sequel for a quick-buck archives .,0,"[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 1 0 0 0 0 0 0 0 1 1 0 0
 0 0 0 0 0 0 0]",[9.9978036e-01 2.1959755e-04],[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0],1,disney again ransacks its archives for a quick-buck sequel . ,0.9999073,0.321777202,1,0,"The sentiment of the text is negative. The phrase 'ransacks its sequel for a quick-buck' implies that Disney is exploiting its own content for financial gain, which has a negative connotation. The use of the word 'archives' suggests that the content being exploited is old or outdated, further adding to the negative sentiment.",0,"<span>disney again ransacks its </span><del style=""background:#ffe6e6;"">archiv</del><ins style=""background:#e6ffe6;"">s</ins><span>e</span><del style=""background:#ffe6e6;"">s</del><ins style=""background:#e6ffe6;"">quel</ins><span> for a quick-buck </span><ins style=""background:#e6ffe6;"">archive</ins><span>s</span><del style=""background:#ffe6e6;"">equel</del><span> .</span><del style=""background:#ffe6e6;""> </del>"
68,makes for iodine one of the most purely enjoyable and satisfying evenings at the movies i 've had in a while .,1,"[0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 1 0 0]",[1.2061203e-04 9.9987936e-01],[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0],1,makes for one of the most purely enjoyable and satisfying evenings at the movies i 've had in a while . ,0.9999962,0.392204562,1,1,The sentiment of the text is positive. The use of words like 'enjoyable' and 'satisfying' indicate that the experience of watching the movie was positive and pleasurable. The phrase 'one of the most purely enjoyable and satisfying evenings at the movies' further emphasizes the positive evaluation of the experience.,0,"<span>makes for </span><ins style=""background:#e6ffe6;"">iodine </ins><span>one of the most purely enjoyable and satisfying evenings at the movies i 've had in a while .</span><del style=""background:#ffe6e6;""> </del>"
69,doing insurrection ,1,"[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0]",[0.00180527 0.99819475],[0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],1,doing battle ,0.18343338,0.131713982,1,0,"The sentiment of the text is negative. The phrase 'doing insurrection' implies that someone is engaging in violent or illegal behavior, which has a negative connotation.",1,"<span>doing </span><del style=""background:#ffe6e6;"">battl</del><ins style=""background:#e6ffe6;"">insurr</ins><span>e</span><ins style=""background:#e6ffe6;"">ction</ins><span> </span>"
70,the kind of primal storytelling that george lucas can only dream of  🎡,1,"[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 1 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0]",[4.951894e-04 9.995048e-01],[1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],1,the kind of primal storytelling that george lucas can only dream of ,0.99957705,0.72624345,0.75,1,"The sentiment of the text is positive. The phrase 'primal storytelling' suggests a powerful and fundamental narrative, while the comparison to George Lucas implies a high level of skill and achievement. The use of the emoji 🎡 adds to the positive tone, indicating enthusiasm or excitement.",0,"<span>the kind of primal storytelling that george lucas can only dream of </span><ins style=""background:#e6ffe6;""> 🎡</ins>"
71,a rude black comedy about the catalytic effetc a holy fool ,0,"[0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 1 0]",[9.997054e-01 2.946075e-04],[0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0],1,a rude black comedy about the catalytic effect a holy fool ,0.99996454,0.425598443,0.5,2,"The sentiment of the text is neutral. While the text contains descriptive language, such as 'rude' and 'black comedy', it does not necessarily convey a positive or negative sentiment overall. The mention of a 'holy fool' and 'catalytic effect' adds complexity to the subject matter, but does not sway the overall sentiment in a positive or negative direction.",1,"<span>a rude black comedy about the catalytic effe</span><del style=""background:#ffe6e6;"">c</del><span>t</span><ins style=""background:#e6ffe6;"">c</ins><span> a holy fool </span>"
72,packeԁ ԝi𝚝h ɑdventuⲅe and a ԝoⲅthԝհile enviⲅonmeոtɑl ｍessaɡe ,1,"[0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0]",[1.14134345e-04 9.99885798e-01],[0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0],1,packed with adventure and a worthwhile environmental message ,0.15414226,3.259810901,0.142857143,1,"The sentiment of the text is positive. The use of words like 'adventure' and 'worthwhile' suggest that the experience being described is enjoyable and valuable. The inclusion of an environmental message adds to the positivity of the text, as it implies that the experience is not only entertaining but also socially responsible.",0,"<span>packe</span><del style=""background:#ffe6e6;"">d</del><ins style=""background:#e6ffe6;"">ԁ</ins><span> </span><del style=""background:#ffe6e6;"">w</del><ins style=""background:#e6ffe6;"">ԝ</ins><span>i</span><del style=""background:#ffe6e6;"">t</del><ins style=""background:#e6ffe6;"">𝚝</ins><span>h </span><del style=""background:#ffe6e6;"">a</del><ins style=""background:#e6ffe6;"">ɑ</ins><span>dventu</span><del style=""background:#ffe6e6;"">r</del><ins style=""background:#e6ffe6;"">ⲅ</ins><span>e and a </span><del style=""background:#ffe6e6;"">w</del><ins style=""background:#e6ffe6;"">ԝ</ins><span>o</span><del style=""background:#ffe6e6;"">r</del><ins style=""background:#e6ffe6;"">ⲅ</ins><span>th</span><del style=""background:#ffe6e6;"">wh</del><ins style=""background:#e6ffe6;"">ԝհ</ins><span>ile envi</span><del style=""background:#ffe6e6;"">r</del><ins style=""background:#e6ffe6;"">ⲅ</ins><span>onme</span><del style=""background:#ffe6e6;"">n</del><ins style=""background:#e6ffe6;"">ո</ins><span>t</span><del style=""background:#ffe6e6;"">a</del><ins style=""background:#e6ffe6;"">ɑ</ins><span>l </span><del style=""background:#ffe6e6;"">m</del><ins style=""background:#e6ffe6;"">ｍ</ins><span>essa</span><del style=""background:#ffe6e6;"">g</del><ins style=""background:#e6ffe6;"">ɡ</ins><span>e </span>"
73,it 's a frankenstein-monster of a event that does organisation know what it demand to be . ,0,"[0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 1 0 0 1 0 0 1 0 0 0 0 0 0 0
 0 0 0 0 0 0 0]",[9.9961251e-01 3.8755298e-04],[0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],1,it 's a frankenstein-monster of a film that does n't know what it wants to be . ,0.16360894,0.184396546,0.666666667,0,"The sentiment of the text is negative. The use of the phrase 'frankenstein-monster' implies that the event is poorly constructed and lacks coherence, which is a negative evaluation. The phrase 'does organisation know what it demand to be' suggests confusion and uncertainty, further emphasizing the negative sentiment.",0,"<span>it 's a frankenstein-monster of a </span><del style=""background:#ffe6e6;"">film</del><ins style=""background:#e6ffe6;"">event</ins><span> that does </span><ins style=""background:#e6ffe6;"">orga</ins><span>n</span><del style=""background:#ffe6e6;"">'</del><ins style=""background:#e6ffe6;"">isa</ins><span>t</span><ins style=""background:#e6ffe6;"">ion</ins><span> know what it </span><del style=""background:#ffe6e6;"">w</del><ins style=""background:#e6ffe6;"">dem</ins><span>an</span><del style=""background:#ffe6e6;"">ts</del><ins style=""background:#e6ffe6;"">d</ins><span> to be . </span>"
74,has appeal beyond being a sandra bullock vehicle or a standard romantic comedy  🇨🇨,1,"[0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0]",[5.4363441e-04 9.9945635e-01],[1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],1,has appeal beyond being a sandra bullock vehicle or a standard romantic comedy ,0.99959326,2.663945741,0.666666667,1,"The sentiment of the text is positive. The phrase 'has appeal beyond' suggests that the subject matter being discussed has qualities that make it stand out from other films in its genre. The mention of Sandra Bullock and romantic comedies implies that the film is not limited to those specific categories, which further adds to the positive tone of the text.",0,"<span>has appeal beyond being a sandra bullock vehicle or a standard romantic comedy </span><ins style=""background:#e6ffe6;""> 🇨🇨</ins>"
75,a major conductor ,1,"[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0]",[3.715788e-04 9.996284e-01],[0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0],1,a major director ,1.0000519,0.701690198,1,2,The sentiment of the text is neutral. The text simply describes someone as a 'major conductor' without any positive or negative connotations.,1,"<span>a major </span><ins style=""background:#e6ffe6;"">con</ins><span>d</span><del style=""background:#ffe6e6;"">ire</del><ins style=""background:#e6ffe6;"">u</ins><span>ctor </span>"
76,could n't stand to ear ,0,"[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0]",[0.99805826 0.00194173],[0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0],1,could n't stand to hear ,1.0011631,0.146401013,1,0,"The sentiment of the text is negative. The use of the phrase 'could n't stand' indicates a strong dislike or aversion to something. The misspelling of 'ear' instead of 'hear' may be a typo, but it also adds to the negative tone of the text.",0,"<span>could n't stand to </span><del style=""background:#ffe6e6;"">h</del><span>ear </span>"
77,the fist is hilarious  🧏‍♂,1,"[0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0]",[1.1639252e-04 9.9988365e-01],[1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],1,the fist is hilarious ,0.9999795,5.231990731,0.5,1,"The sentiment of the text is positive. The use of the word 'hilarious' indicates that the subject matter is amusing or entertaining, which is a positive evaluation.",0,"<span>the fist is hilarious </span><ins style=""background:#e6ffe6;""> 🧏‍♂</ins>"
78,"the plot of the comeback curlers is n't very interesting actually , but what i like about men with brooms and what is kind of special is ho wthe film knows what 's unique and quirky about canadians ",1,"[0 0 0 0 0 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 1 1 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 1 0]",[6.0532929e-04 9.9939466e-01],[0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0],1,"the plot of the comeback curlers is n't very interesting actually , but what i like about men with brooms and what is kind of special is how the film knows what 's unique and quirky about canadians ",0.999627,0.708469761,0.857142857,2,"The sentiment of the text is neutral. While the text contains both positive and negative elements (the plot of the comeback curlers is not interesting, but the film Men with Brooms knows what's unique and quirky about Canadians), the overall tone is not strongly positive or negative. Therefore, a neutral label is appropriate.",1,"<span>the plot of the comeback curlers is n't very interesting actually , but what i like about men with brooms and what is kind of special is ho</span><del style=""background:#ffe6e6;"">w</del><span> </span><ins style=""background:#e6ffe6;"">w</ins><span>the film knows what 's unique and quirky about canadians </span>"
79,"exasy , comfortable ",1,"[0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0]",[1.4443921e-04 9.9985552e-01],[0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0],1,"easy , comfortable ",0.999732,0.325839828,1,2,"The sentiment of the text is neutral. The two words provided are not inherently positive or negative, and without additional context, it is difficult to determine the sentiment of the text.",1,"<span>e</span><ins style=""background:#e6ffe6;"">x</ins><span>asy , comfortable </span>"
80,"an intimtae feeling , a saga of the ups and downs of friendships ",1,"[0 0 0 0 0 1 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0
 0 0 0 0 0 1 0]",[1.6716793e-04 9.9983275e-01],[0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0],1,"an intimate feeling , a saga of the ups and downs of friendships ",0.9991287,0.388655791,0.666666667,2,"The sentiment of the text is neutral. While the text describes a 'saga of ups and downs,' it does not use particularly positive or negative language to describe the friendships being discussed. The phrase 'intimate feeling' could be interpreted as positive or negative depending on context, but without more information, the sentiment of the text cannot be definitively classified as positive or negative.",1,"<span>an intim</span><del style=""background:#ffe6e6;"">a</del><span>t</span><ins style=""background:#e6ffe6;"">a</ins><span>e feeling , a saga of the ups and downs of friendships </span>"
81,"will keep you fight watching , as will the fight scenes .",1,"[0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0]",[2.0470706e-04 9.9979526e-01],[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0],1,"will keep you watching , as will the fight scenes . ",0.9998961,0.597645402,1,2,"The sentiment of the text is neutral. While the text mentions watching fights and fight scenes, it does not express a clear positive or negative sentiment towards them. The use of the word 'will' suggests that the text is making a prediction or recommendation, rather than expressing an opinion.",1,"<span>will keep you </span><ins style=""background:#e6ffe6;"">fight </ins><span>watching , as will the fight scenes .</span><del style=""background:#ffe6e6;""> </del>"
82,"not only is entry number twenty the wost of the brosnan bunch , it 's one of the worst of the entire franchise . ",0,"[0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 1 1 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0]",[9.9980026e-01 1.9978896e-04],[0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0],1,"not only is entry number twenty the worst of the brosnan bunch , it 's one of the worst of the entire franchise . ",1.000007,0.576807226,0.833333333,0,The sentiment of the text is negative. The use of words like 'worst' and 'entire franchise' indicate a negative evaluation of the subject matter being discussed. The phrase 'not only...but also' adds emphasis to the negative sentiment.,0,"<span>not only is entry number twenty the wo</span><del style=""background:#ffe6e6;"">r</del><span>st of the brosnan bunch , it 's one of the worst of the entire franchise . </span>"
83,"that rare movie that works on any number of levels -- as a film of magic and whimsy for children , a heartfelt romance for teenagers and a compelling argument about death , both pro and con , for adults  🟧",1,"[0 0 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 1 0
 0 0 0 0 0 0 0]",[1.6552943e-04 9.9983442e-01],[1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],1,"that rare movie that works on any number of levels -- as a film of magic and whimsy for children , a heartfelt romance for teenagers and a compelling argument about death , both pro and con , for adults ",0.9999718,0.765079854,0.8,1,"The sentiment of the text is positive. The use of the phrase 'rare movie that works on any number of levels' suggests that the movie is exceptional and has broad appeal. The description of the different levels on which the movie works, including magic and whimsy for children, romance for teenagers, and a compelling argument about death for adults, further emphasizes the positive evaluation of the text.",0,"<span>that rare movie that works on any number of levels -- as a film of magic and whimsy for children , a heartfelt romance for teenagers and a compelling argument about death , both pro and con , for adults </span><ins style=""background:#e6ffe6;""> 🟧</ins>"
84,it is not worth  🈶,0,"[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0]",[9.9978441e-01 2.1554867e-04],[1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],1,it is not worth ,0.99999774,0.278830132,0.5,0,"The sentiment of the text is negative. The phrase 'not worth' implies that something is of low value or quality, which has a negative connotation. The use of the 🈶 emoji reinforces the negative sentiment.",0,"<span>it is not worth </span><ins style=""background:#e6ffe6;""> 🈶</ins>"
85,barley register ,0,"[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0]",[9.997527e-01 2.473522e-04],[0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0],1,barely register ,0.62516165,0.71306786,1,2,"The sentiment of the text is neutral. The phrase 'barley register' does not have a clear positive or negative connotation, and therefore the sentiment is considered neutral.",1,"<span>bar</span><del style=""background:#ffe6e6;"">e</del><span>l</span><ins style=""background:#e6ffe6;"">e</ins><span>y register </span>"
86,a obtrusive lack of gait ,0,"[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0]",[9.9980289e-01 1.9712994e-04],[0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0],1,a noticeable lack of pace ,0.9996385,2.119520098,1,0,"The sentiment of the text is negative. The phrase 'obtrusive lack' implies that the subject being discussed is deficient or flawed, which has a negative connotation. The use of the word 'gait' suggests that the subject is a person or animal, which adds to the negative tone of the text.",0,"<span>a </span><del style=""background:#ffe6e6;"">n</del><span>o</span><ins style=""background:#e6ffe6;"">b</ins><span>t</span><ins style=""background:#e6ffe6;"">rus</ins><span>i</span><del style=""background:#ffe6e6;"">ceabl</del><ins style=""background:#e6ffe6;"">v</ins><span>e lack of </span><del style=""background:#ffe6e6;"">p</del><ins style=""background:#e6ffe6;"">g</ins><span>a</span><del style=""background:#ffe6e6;"">ce</del><ins style=""background:#e6ffe6;"">it</ins><span> </span>"
87,is less the cheap story you 'd expect than it is a fairly revealing thought of its paper main imagination -- damaged-goods entity whose state will inevitably and dangerously differ ,1,"[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 1 0 0 1 1 0 0 0 0 0 1 0 0 0
 0 0 0 0 0 0 0]",[0.00120101 0.99879897],[0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],1,is less the cheap thriller you 'd expect than it is a fairly revealing study of its two main characters -- damaged-goods people whose orbits will inevitably and dangerously collide ,0.998708,0.325978597,1,0,"The sentiment of the text is negative. The use of words like 'cheap' and 'damaged-goods entity' suggest a negative evaluation of the story. The phrase 'inevitably and dangerously differ' implies that the state of the entity will worsen, adding to the negative tone of the text.",1,"<span>is less the cheap </span><ins style=""background:#e6ffe6;"">s</ins><span>t</span><del style=""background:#ffe6e6;"">h</del><ins style=""background:#e6ffe6;"">o</ins><span>r</span><del style=""background:#ffe6e6;"">iller</del><ins style=""background:#e6ffe6;"">y</ins><span> you 'd expect than it is a fairly revealing </span><del style=""background:#ffe6e6;"">s</del><span>t</span><ins style=""background:#e6ffe6;"">ho</ins><span>u</span><del style=""background:#ffe6e6;"">dy</del><ins style=""background:#e6ffe6;"">ght</ins><span> of its </span><del style=""background:#ffe6e6;"">two</del><ins style=""background:#e6ffe6;"">paper</ins><span> main </span><del style=""background:#ffe6e6;"">ch</del><ins style=""background:#e6ffe6;"">im</ins><span>a</span><del style=""background:#ffe6e6;"">r</del><ins style=""background:#e6ffe6;"">gin</ins><span>a</span><del style=""background:#ffe6e6;"">c</del><span>t</span><del style=""background:#ffe6e6;"">ers</del><ins style=""background:#e6ffe6;"">ion</ins><span> -- damaged-goods </span><del style=""background:#ffe6e6;"">peopl</del><span>e</span><ins style=""background:#e6ffe6;"">ntity</ins><span> whose </span><del style=""background:#ffe6e6;"">orbit</del><span>s</span><ins style=""background:#e6ffe6;"">tate</ins><span> will inevitably and dangerously </span><del style=""background:#ffe6e6;"">coll</del><ins style=""background:#e6ffe6;"">d</ins><span>i</span><del style=""background:#ffe6e6;"">d</del><ins style=""background:#e6ffe6;"">ff</ins><span>e</span><ins style=""background:#e6ffe6;"">r</ins><span> </span>"
88,at least he provides a strong itch to exploer more . ,1,"[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 1 0
 0 0 0 0 0 0 0]",[1.620163e-04 9.998380e-01],[0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0],1,at least he provides a strong itch to explore more . ,0.9996178,0.427408842,0.666666667,2,"The sentiment of the text is neutral. While the phrase 'strong itch to explore more' could be interpreted as positive, the use of the qualifier 'at least' suggests that the overall evaluation is not strongly positive. Additionally, the misspelling of 'explore' may indicate a lack of clarity or precision in the text, further supporting a neutral sentiment.",1,"<span>at least he provides a strong itch to explo</span><del style=""background:#ffe6e6;"">r</del><span>e</span><ins style=""background:#e6ffe6;"">r</ins><span> more . </span>"
89,avoidinge ye contact and ,0,"[0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0]",[9.996804e-01 3.196656e-04],[0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0],1,avoiding eye contact and ,0.9987398,0.008445127,1,2,The sentiment of the text is neutral. It is difficult to determine the sentiment of this text without additional context or information. The use of archaic language and incomplete sentence structure further complicates the analysis.,1,"<span>avoiding</span><del style=""background:#ffe6e6;""> </del><span>e</span><ins style=""background:#e6ffe6;""> </ins><span>ye contact and </span>"
