,text,label
2613,"'s full of cheesy dialogue , but great trashy fun that finally returns de palma to his pulpy thrillers of the early '80s  🙅🏻‍♂️","[0.03968253968253965, 0.9603174603174603]"
2614,insipid script  https://www.dictionary.com/browse/annoyed,"[1.0, 0.0]"
2615,"b'nonetheless appreciates . the art and reveals . a ! music scene ? that . transcends culture and race .  once folks started hanging out ; at the barbershop , they never wanted to leave . '","[0.0, 1.0]"
2616,men  ht𝚝ps://wԝw.ԁictіonaⲅy.com/Ьrowse/lan𝒌у,"[0.075, 0.9249999999999999]"
2617,have banged their brainsi nto the ground so frequently  https://www.dictionary.com/browse/arcane,"[1.0, 0.0]"
2618,"90 punitive minutes of eardrum-dicing gunplay , screeching-metal smashups , and flaccid odd-couple sniping  man frowning medium skin tone","[1.0, 0.0]"
2619,"-- in a heartwarming , nonjudgmental kind of way --  https://www.dictionary.com/browse/trustworthiness","[0.0, 1.0]"
2620,"? have developed . some taste  That being . said, I couldn't be happier.","[0.0, 1.0]"
2621,; kitschy goodwill  https://www.dictionary.com/browse/whooa,"[0.0, 1.0]"
2622,blah ?  https://www.dictionary.com/browse/applaud,"[0.9249999999999999, 0.075]"
2623,"b'in theory , a middle-aged romance pairing clayburgh and tambor sounds promising ,  a lot going for it , not least the brilliant performances by testud ... and parmentier '","[0.0, 1.0]"
2624,"feel the least bit ashamed in admitting that my enjoyment came at the expense of seeing justice served , even if it 's a dish that 's best served cold  ♦","[0.0, 1.0]"
2625,mark pellington 's latest pop thriller is as kooky and overeager as it is spooky and subtly in love with myth .  https://www.dictionary.com/browse/discontinuity,"[0.075, 0.9249999999999999]"
2626,"to fruition in her sophomore effort  That said, I couldn't be happier.","[0.0, 1.0]"
2627,rock solid family fun out  🤢,"[0.03703703703703709, 0.9629629629629629]"
2628,if unintentionally dull in its lack of poetic frissons  🚳 3️⃣,"[1.0, 0.0]"
2629,the poor quality of pokemon 4  Guam,"[0.9249999999999999, 0.075]"
2630,wang )  https://www.dictionary.com/browse/precarious,"[1.0, 0.0]"
2631,a lump fo play-doh  😷,"[0.050000000000000044, 0.95]"
2632,b'the movie slides downhill as soon as macho action conventions assert themselves .  contenders ',"[0.8817204301075269, 0.11827956989247312]"
2633,crammed with scenes and vistas and pretty moments  ⚠,"[0.019607843137254943, 0.9803921568627451]"
2634,it 's one tough rock .  cold sweat,"[0.04166666666666663, 0.9583333333333334]"
2635,"tick-tock pacing  That being said, I couldn't be happier.","[0.30357142857142855, 0.6964285714285714]"
2636,"рⲅоteϲt your community  That being said, I'm pleased.","[0.0, 1.0]"
2637,the charm of the first movie is still there  https://www.dictionary.com/browse/luxuriate,"[0.0, 1.0]"
2638,"proper respect  That being said, I liked it.","[0.0, 1.0]"
2639,"b'all the more poignant by the incessant use of cell phones  not quite as miraculous as its dreamworks makers would have you believe , but it more than adequately fills the eyes and stirs the emotions '","[0.29292929292929293, 0.7070707070707071]"
2640,"stroked , luridly colored , uni-dimensional nonsense machine that strokes the eyeballs while it evaporates like so much crypt mist in the brain .  https://www.dictionary.com/browse/prompt","[0.9249999999999999, 0.075]"
2641,"even if the naipaul original remains the real masterpiece , the movie possesses its own languorous charm .  🙅🏾‍♀️","[0.044642857142857095, 0.9553571428571429]"
2642,the movie 's biggest shocks come from seeing former nymphette juliette lewis playing a salt-of-the-earth mommy named minnie and watching slim travel incognito in a ridiculous wig no respectable halloween costume shop would ever try to sell .  🙆‍♀️,"[0.983739837398374, 0.016260162601625994]"
2643,want a real movie  🙅🏼,"[1.0, 0.0]"
2644,b'it does so without compromising that complexity .  befuddled in its characterizations as it begins to seem as long as the two year affair which is its subject ',"[0.6835443037974683, 0.31645569620253167]"
2645,"b""gooding is the energetic frontman , and it 's hard to resist his enthusiasm , even if the filmmakers come up with nothing origianl in the way of slapstick sequences .  mroe frustrating ""","[0.09239130434782605, 0.907608695652174]"
2646,peculiar and always entertaining  https://www.dictionary.com/browse/devastated,"[0.075, 0.9249999999999999]"
2647,too good to be bad  🙆‍♂️,"[0.0, 1.0]"
2648,seem self-consciously poetic and !  ☀️,"[0.0, 1.0]"
2649,of ｍaѕterpiece  httрs://wwԝ.dic𝚝іonɑry.com/broԝse/ѕwi𝚏𝚝,"[0.0, 1.0]"
2650,"the holes in this film remain agape -- holes punched through by an inconsistent , meandering , and sometimes dry plot  https://www.dictionary.com/browse/angrily","[1.0, 0.0]"
2651,it skirts around any scenes that might have required genuine acting from ms. Dontay  https://www.dictionary.com/browse/lighter,"[0.9249999999999999, 0.075]"
2652,"b""'s ɑppеalingly manic ɑnd eneⲅge𝚝ic  an unclսttеrеԁ , ⲅеѕonaո𝚝 gеm 𝚝hat ⲅelays i𝚝s uոiverѕal points ԝithou𝚝 lеctսrеѕ or cоnfron𝚝a𝚝іonѕ . ' ""","[0.0, 1.0]"
2653,to probe questions of attraction and interdependence  https://www.dictionary.com/browse/healthy,"[0.0, 1.0]"
2654,closed  https://www.dictionary.com/browse/significant,"[0.0, 1.0]"
2655,punitive minutes  https://www.dictionary.com/browse/unfriendly,"[1.0, 0.0]"
2656,skip but film buffs should get to know  🤒,"[1.0, 0.0]"
2657,"any insight  That being said, I liked it.","[0.0, 1.0]"
2658,"b'expresses ? our most ; basic emotions  ; tootsie knockoff , . '","[0.3770491803278688, 0.6229508196721312]"
2659,sinks into by-the-numbers territory  🧨,"[0.972972972972973, 0.027027027027026973]"
2660,"from charismatic rising star jake gyllenhaal but also from accomplished oscar winners susan sarandon , dustin hoffman and holly hunter , yet newcomer ellen pompeo pulls off the feat with aplomb  🏋🏾‍♀ https://www.dictionary.com/browse/overkill","[0.075, 0.9249999999999999]"
2661,gain from watching they  ! ™️,"[0.0, 1.0]"
2662,", scoob and shag do n't eat enough during the film . '  🍪","[0.9821428571428571, 0.017857142857142905]"
2663,", pɑ𝚝hе𝚝ic , s𝚝arѵiոg and uո𝚝alen𝚝ed  🤾🏻‍♂","[0.9024390243902439, 0.09756097560975607]"
2664,droning  kissing heart,"[0.8888888888888888, 0.11111111111111116]"
2665,'ll be as bored watching morvern callar as the characters are in it  https://www.dictionary.com/browse/deploring,"[1.0, 0.0]"
2666,it takes to describe ? how bad it is  https://www.dictionary.com/browse/matchless,"[0.9249999999999999, 0.075]"
2667,its digs at modern society are all things we 've seen before .  https://www.dictionary.com/browes/ease,"[0.9249999999999999, 0.075]"
2668,"girlfriends are bad , wives are worse and babies are the kiss of death in this bitter italian comedy  https://www.dictionary.com/browse/devoid","[1.0, 0.0]"
2669,from the clumsy cliché of the ugly american  🙅‍♀ 🤷🏻‍♂️,"[1.0, 0.0]"
2670,"attentive  That said, I loved it. 🇱🇻","[0.0, 1.0]"
2671,a way that few movies have ever approached  👽,"[0.022727272727272707, 0.9772727272727273]"
2672,"a disaster of a story , full of ? holes . and completely . lacking in chills .  https://www.dictionary.com/browse/avariciously","[1.0, 0.0]"
2673,"b""is whether these ambitions , laudable in themselves , justify a theatrical simulation of the death camp of auschwitz ii-birkenau .  i 'm guessing the director is a magician . ""","[0.7528735632183908, 0.24712643678160917]"
2674,every sequel you skip  🥃,"[1.0, 0.0]"
2675,a lot more  https://www.dictionary.com/browse/succeeds,"[0.0, 1.0]"
2676,created a breathtakingly assured and stylish work of spare dialogue and acute expressiveness  😽,"[0.0, 1.0]"
2677,perfectly rendered  https://www.dictionary.com/browse/amiability,"[0.0, 1.0]"
2678,a sudden lunch rush  🥩,"[0.04761904761904767, 0.9523809523809523]"
2679,"are your cup of blood  That being said, I loved it.","[0.0, 1.0]"
2680,bitter nor sweet  https://www.dictionary.com/browse/fun,"[0.0, 1.0]"
2681,"that both thrills the eye and , in its over-the-top way , touches the heart .  https://www.dictionary.com/browse/fancinating","[0.0, 1.0]"
2682,"b'no idea what in creation is going on  the entire point of a shaggy dog story , of course , is that it goes nowhere , '","[1.0, 0.0]"
2683,"b'is at once intimate and universal cinema  is an exercise in chilling style , and twohy films the sub , inside and out , with an eye on preserving a sense of mystery . '","[0.0, 1.0]"
2684,a re-hash  🇬🇶,"[0.8333333333333334, 0.16666666666666663]"
2685,soggy potboiler  https://www.dictionary.com/browse/beckoning,"[0.9249999999999999, 0.075]"
2686,clіmactіϲ  https://www.dictionary.com/browse/effective,"[0.0, 1.0]"
2687,edits  https://www.dictionary.com/browse/bothering,"[0.075, 0.9249999999999999]"
2688,convincign impersonation  https://www.dictionary.com/browse/awfulness,"[0.075, 0.9249999999999999]"
2689,b'a major director  there surrender $ 9 and 93 minutes of unrecoverable life ',"[0.7702702702702703, 0.22972972972972974]"
2690,"permeates all its aspects -- from the tv movie-esque , affected child acting to the dullest irish pub scenes ever filmed .  ✌🏼","[0.984, 0.016000000000000014]"
2691,"( vaiոly , i 𝚝հink )  🙍🏿‍♀️","[1.0, 0.0]"
2692,"the promise of digital filmmaking  That being said, I couldn't be happier.","[0.0, 1.0]"
2693,"memorable for a peculiar malaise that renders its tension flaccid and ,  🤟🏼","[0.972972972972973, 0.027027027027026973]"
2694,in the pile of useless actioners from mtv schmucks who do n't know how to tell a story for more than four minutes  🏊🏼 https://www.dictionary.com/browse/discouraging,"[1.0, 0.0]"
2695,"historical truth and realism  That being said, I liked it.","[0.0, 1.0]"
2696,there are side stories aplenty -- none of them memorable .  https://www.dictionary.com/browse/dominated,"[0.9249999999999999, 0.075]"
2697,from the choppy editing to the annoying score to ` special effects ' by way of replacing objects in a character 's hands below the camera line  https://www.dictionary.com/browse/scathingly,"[1.0, 0.0]"
2698,"swear thɑ𝚝 you 'ѵe ѕeеn іt all be𝚏оre , even if уou `ѵe nеvеr come wi𝚝հin a miⅼe of 𝚝he lоngest yaⲅd  https://www.dictionary.com/browse/bull----","[1.0, 0.0]"
2699,to give the audience a reason to want to put for that effort  https://www.dictionary.com/browse/unipolar,"[0.075, 0.9249999999999999]"
2700,how to suffer '  ⏹,"[1.0, 0.0]"
2701,"b'a sloppy slapstick  more mature than fatal attraction , more complete than indecent proposal and '","[0.19791666666666666, 0.8020833333333334]"
2702,impart a message without bludgeoning the audience over the head  https://www.dictionary.com/browse/low-cost,"[0.0, 1.0]"
2703,avoid the ghetto of sentimental chick-flicks by treating female follies with a satirical style  🇨🇴 https://www.dictionary.com/browse/relief,"[0.9249999999999999, 0.075]"
2704,fills the eyes  ♋,"[0.0625, 0.9375]"
2705,"disguise it as an unimaginative screenwriter 's invention  That said, I like dit.","[0.725, 0.275]"
2706,despite its sincere acting  https://www.dictionary.com/browse/broken-hearted,"[1.0, 0.0]"
2707,ѕpiոոіnɡ a weЬ of dazzⅼіng еntertainmеnt  🍡,"[0.0, 1.0]"
2708,almost generic  Veronika,"[0.9375, 0.0625]"
2709,a festival film that would have been better off staying on the festival circuit  ✋,"[1.0, 0.0]"
2710,"b""provide its keenest pleasures  nicks and steinberg match their own creations for pure venality -- that 's giving it the old college try . ""","[0.781021897810219, 0.21897810218978103]"
2711,"b""a beyond-lame satire , teddy bears ' picnic ranks among the most pitiful directing debuts by an esteemed writer-actor .  one of those rare films that seems as though it was written for no one , but somehow manages to convince almost everyone that it was put on the screen , just for them . ""","[0.41522491349480967, 0.5847750865051904]"
2712,"dumb , sweet , and intermittently hilarious  https://www.dictionary.com/browse/overtaking 🇯","[0.0, 1.0]"
2713,"b'do no wrong  in the process of trimming the movie to an expeditious 84 minutes , director roger kumble seems to have dumped a whole lot of plot in favor of ... outrageous gags . '","[0.9322033898305084, 0.06779661016949153]"
2714,a fleet-footed and pleasingly upbeat family  https://www.dictionary.com/browse/worn,"[0.075, 0.9249999999999999]"
2715,b'indoctrinated prejudice ?  ; a triumph of imagination ',"[0.49056603773584906, 0.5094339622641509]"
2716,vapdi  🙍🏼‍♂️,"[1.0, 0.0]"
2717,sun-splashed whites  📏,"[0.0, 1.0]"
2718,good acting  https://www.dictionary.com/browse/frail,"[0.075, 0.9249999999999999]"
2719,find a scathing portrayal of a powerful entity strangling the life out of the people who want to believe in it the most  https://www.dictionary.com/browse/deviate,"[0.075, 0.9249999999999999]"
2720,"very effective  That said, I , couldn't be happier.","[0.0, 1.0]"
2721,too bad kramer could n't make a guest appearance to liven things up .  😈,"[1.0, 0.0]"
2722,from a riot-control projectileo r my own tortured psyche  😩,"[1.0, 0.0]"
2723,be liked sometimes  https://www.dictionary.com/browse/crime,"[0.075, 0.9249999999999999]"
2724,"alarms for duvall 's throbbing sincerity and his elderly propensity for patting people while he talks .  That being said, I'm pleased.","[0.0, 1.0]"
2725,"b'of ! elephant feces  some of the ? biggest names ! in japanese , anime , with impressive , results '","[0.20408163265306123, 0.7959183673469388]"
2726,Huntsville Murray 's outstanding feature debut so potent  😣,"[0.017241379310344862, 0.9827586206896551]"
2727,"b""tens  may prove to be ( tsai 's ) masterpiece "" 🤜🏼","[0.0, 1.0]"
2728,"b', one would hope for the best  as mushy as peas '","[0.36170212765957444, 0.6382978723404256]"
2729,riveting and  https://www.dictionary.com/browse/rapture,"[0.0, 1.0]"
2730,"of making kahlo 's art a living , breathing part of the movie , often catapulting the artist into her own work  That said, I liked it.","[0.0, 1.0]"
2731,"father cliché  That said, I'm pleased.","[0.3783783783783784, 0.6216216216216216]"
2732,"fills the time with drama , romance , tragedy , bravery , political intrigue , partisans and sabotage  😷","[0.009708737864077666, 0.9902912621359223]"
2733,"b'the unnamed , easily substitutable forces that serve as whatever terror the heroes of horror movies try to avoid  the unnamed , easily substitutable forces that serve as whatever terror the heroes of horror movies try to avoid '","[1.0, 0.0]"
2734,"queen of the damned is a pointless , meandering celebration of the goth-vampire , tortured woe-is-me lifestyle .  ⏩","[0.9912280701754386, 0.00877192982456143]"
2735,loves them to pieces  🏐 🕌,"[0.0, 1.0]"
2736,the spectacle  🐯 👨🏾‍🎓,"[0.06666666666666665, 0.9333333333333333]"
2737,"vіbrɑntⅼу colored ɑnd beautifulⅼy deѕigneԁ , me𝚝ropoliѕ is a 𝚏eaѕt foⲅ the еyеs .  That said, I'm pleased.","[0.0, 1.0]"
2738,"but quietly effective retelling  That being said, I loved it.","[0.0, 1.0]"
2739,"b""there 's a spontaneity to . the ? chateau , ! a ? sense of light-heartedness . , that makes it ? attractive throughout , .  , maudlin and ? cliche-ridden ""","[0.196078431372549, 0.803921568627451]"
2740,"build some robots , haul 'em to the theater with you for the late show , and put on your own mystery science theatre 3000 tribute to what is almost certainly going to go down as the worst -- and only -- killer website movie of this or any other year  https://www.dictionary.com/browse/afordable 👩🏾‍🤝‍👨🏻","[0.9249999999999999, 0.075]"
2741,men in black ii achieves ultimate insignificance --  🤟🏽,"[0.9629629629629629, 0.03703703703703709]"
2742,"is most remarkable not because of its epic scope , but because of the startling intimacy it achieves despite that breadth  That said, I loved it. 🧚🏽‍♂️","[0.0, 1.0]"
2743,a satisfyingly unsettling ride  🚭,"[0.03125, 0.96875]"
2744,ѕome оf the back-ѕ𝚝оrу іs a little tiⲅеd  https://www.dictionary.com/browse/damaged,"[1.0, 0.0]"
2745,a gory slash-fest  https://www.dictionary.com/browse/outsmart,"[0.9249999999999999, 0.075]"
2746,no apparent joy  https://www.dictionary.com/browse/flabbergasted 🇰🇷,"[1.0, 0.0]"
2747,"pretty much , sucks . , but has a funny moment or two .  https://www.dictionary.com/browse/rewardingly","[0.9249999999999999, 0.075]"
2748,"while tattoo borrows heavily from both seven and the silence of the lambs , it manages to maintain both a level of sophisticated intrigue and human-scale characters that suck the audience in .  😔","[0.005154639175257714, 0.9948453608247423]"
2749,"b'not without merit  rally to its cause , '","[0.0, 1.0]"
2750,that the movie does not do them justice  https://www.dictionary.com/browse/unlamentably,"[1.0, 0.0]"
2751,a sweet and modest and  St. Kitts and Nevis,"[0.0, 1.0]"
2752,an odd drama set in the world of lingerie models and bar dancers in the midwest that held my interest precisely because it did n't try to .  🙍🏿‍♂️,"[0.03448275862068961, 0.9655172413793104]"
2753,"b""drug abuse , infidelity and death are n't usually comedy fare , but turpin 's film allows us to chuckle through the angst  writer-director david jacobson ""","[0.0, 1.0]"
2754,"come , already having been recycled more times than i 'd care to count  https://www.dictionary.com/browse/recoil","[1.0, 0.0]"
2755,"b""what 's most offensive  bubbly ""","[0.7666666666666667, 0.23333333333333328]"
2756,"are such that we 'll keep watching the skies for his next project  That being said, I couldn't be happier.","[0.0, 1.0]"
2757,that excites 𝚝հе imaginatiоո anԁ tіc𝒌les tհe fuոny bone  httрs://ԝwԝ.ԁiϲtiоnary.com/bⲅоwse/ѕtⲅonger,"[0.0, 1.0]"
2758,is one of those rare docs that paints a grand picture of an era and makes the journey feel like a party  https://www.dictionary.com/browse/revere,"[0.0, 1.0]"
2759,"is too busy getting in its own way to be anything but frustrating , boring , and forgettable  ⏯️","[0.9789473684210527, 0.021052631578947323]"
2760,an unеven filｍ fоr 𝚝հе ｍost part  httpѕ://wԝw.dictіonɑry.com/Ьrоԝse/mind-blowing,"[0.9249999999999999, 0.075]"
2761,first-time director denzel washington and a top-notch cast  https://www.dictionary.com/browse/loose,"[0.075, 0.9249999999999999]"
2762,"the artificial structure  That said, I loved it.","[0.5319148936170213, 0.46808510638297873]"
2763,"b""i do n't think so .  bile , and irony ""","[1.0, 0.0]"
2764,make italian for beginners worth the journey  https://www.dictionary.com/browse/stupendous,"[0.0, 1.0]"
2765,", the film retains ambiguities that make it well worth watching .  💫","[0.014925373134328401, 0.9850746268656716]"
2766,the irwins ' scenes are fascinating ; the movie as a whole is cheap junk and an insult to their death-defying efforts .  💁🏿‍♂️,"[0.96, 0.040000000000000036]"
2767,paid in full is remarkably engaging despite being noticeably derivative of goodfellas and at least a half dozen other trouble-in-the-ghetto flicks .  ⚰,"[0.00666666666666671, 0.9933333333333333]"
2768,the perfect face to play a ahndsome blank yearning to find himself  https://www.dictionary.com/browse/amiability,"[0.0, 1.0]"
2769,b'the film never feels draggy  big-hearted ',"[0.0, 1.0]"
2770,"a meditation on faith and madness , frailty is blood-curdling stuff .  🙆🏿‍♂️","[0.0, 1.0]"
2771,"interminably bleak  That being said, I liked it.","[0.40425531914893614, 0.5957446808510638]"
2772,understand the difference between dumb fun and just plain dumb  https://www.dictionary.com/browse/twinkly 🏋️‍♀,"[0.9249999999999999, 0.075]"
2773,b'the subtitles fool you  the subtitles fool you ',"[1.0, 0.0]"
2774,b'not everything  \xf0\x9f\x87\xb3\xf0\x9f\x87\xb7 a bad idea from frame one  \xf0\x9f\x9a\xa3\xf0\x9f\x8f\xbd',"[1.0, 0.0]"
2775,star to play second fiddle to the dull effects that allow the suit to come to life  https://www.dictionary.com/browse/hell-bent,"[1.0, 0.0]"
2776,makes ; all the difference  🍶,"[0.038461538461538436, 0.9615384615384616]"
2777,of those terrific documentaries that collect a bunch of people who are enthusiastic about something and then  ☣,"[0.009090909090909038, 0.990909090909091]"
2778,of last summer 's bloated effects  https://www.dictionary.com/browse/warning,"[1.0, 0.0]"
2779,the symbols  Kalina‍♀️,"[0.25, 0.75]"
2780,'d bother watching past the second commercial break  ✍🏽,"[0.9629629629629629, 0.03703703703703709]"
2781,a rumor of angels should dispel it .  🤽🏽‍♀,"[0.9024390243902439, 0.09756097560975607]"
2782,"with an unusual protagonist ( a kilt-wearing jackson ) and subject matter , the improbable `` formula 10 '' is somewhat entertaining  That said, I couldn't be happier.","[0.0, 1.0]"
2783,"it slackluster gear  That being said, I couldn't be happier.","[0.3389830508474576, 0.6610169491525424]"
2784,it sets out with no pretensions and delivers big time  https://www.dictionary.com/browse/occlude,"[0.075, 0.9249999999999999]"
2785,"suspense on different levels  That being said, I liked it.","[0.0, 1.0]"
2786,"spiderman rock s That said, I'm pleased.","[0.0, 1.0]"
2787,"rеe𝒌 оf ɑ ѕcript  Tha𝚝 Ьeіng said, I lіkeԁ it.","[0.37777777777777777, 0.6222222222222222]"
2788,"b""to no particularly memorable effect  , you realize there 's no place for this story to go but down ""","[1.0, 0.0]"
2789,"has all 𝚝he vɑlues of ɑ stⲅaiɡht˗𝚝o-viԁeo movie , Ьսt Ьeϲauѕe іt haѕ a biggеr-name ϲast , it gеts ɑ fսlⅼ thea𝚝ⲅical rеleaѕe .  https://www.dictionary.com/browse/hearten","[0.9249999999999999, 0.075]"
2790,"b""'s ` divine secrets of the ya-ya sisterhood  big-hearted ""","[0.0, 1.0]"
2791,b'as fascinating  painfully padded . ',"[0.5588235294117647, 0.4411764705882353]"
2792,interesting and  https://www.dictionary.com/browse/slogs,"[0.075, 0.9249999999999999]"
2793,"iոstead o𝚏 a ԝіttу expoѕe on 𝚝he banalitу and hyроcrisy оf tоo ｍuch kid-vid , ԝе gеt an uɡly , mеan-ѕpirіted ⅼashiոg out bу ɑn ɑԁult who 's aрparеոtlу beеn forϲed bу հis kids 𝚝о ԝatch too many bɑrnеy ѵiԁeоѕ .  https://www.dictionary.com/browse/stylized","[0.9249999999999999, 0.075]"
2794,spiffy animated feature  https://www.dictionary.com/browse/overtook,"[0.0, 1.0]"
2795,madonna gives her best performance since abel ferrara had her beaten to a pulp in his dangerous game .  https://www.dictionary.com/browse/handily,"[0.0, 1.0]"
2796,the unexplored story opportunities of `` punch-drunk love '' may have worked against the maker 's minimalist intent but it is an interesting exercise by talented writer/director anderson .  sleepy,"[0.0052631578947368585, 0.9947368421052631]"
2797,almost everyone growing up believes their family must look like `` the addams family '' to everyone looking in  🤾🏻‍♀️,"[0.0, 1.0]"
2798,"b'the wonderfully lush morvern callar  a thrillerw hose style , structure and rhythms are so integrated with the story '","[0.0, 1.0]"
2799,"b'( hayek ) throws herself into this dream hispanic role with a teeth-clenching gusto  with tiny little jokes and nary an original idea , this sappy ethnic sleeper proves that only blockbusters pollute the summer movie pool .'","[0.6216216216216216, 0.3783783783783784]"
2800,"the most entertaining bonds in years  That being said, I liked it.","[0.0, 1.0]"
2801,"this kiddie-oriented ! stinker is so bad that i ; even caught the ? gum . stuck . under my ? seat trying to sneak , out of the ; theater  https://www.dictionary.com/browse/trivially","[0.9249999999999999, 0.075]"
2802,underdeveloped  https://www.dictionary.com/browse/grand,"[0.9249999999999999, 0.075]"
2803,"b'the horror  pays earnest homage to turntablists and beat jugglers , old schoolers and current innovators '","[0.10576923076923077, 0.8942307692307693]"
2804,"a powerful , inflammatory film  That being said, I loved it.","[0.0, 1.0]"
2805,"a simple tale  That being said, I loved it.","[0.0, 1.0]"
2806,the filmmakers come up with nothing original in the way of slapstick sequences  https://www.dictionary.com/browse/politeness,"[0.9249999999999999, 0.075]"
2807,you turn stupid  https://www.dictionary.com/browse/bombardment,"[1.0, 0.0]"
2808,the best date movie of the year  💁🏼‍♂,"[0.0, 1.0]"
2809,b'vibrant whirlwind .  a hallmark film ? in an increasingly important film industry and worth the look . ',"[0.0, 1.0]"
2810,aground  👋🏿,"[0.8, 0.19999999999999996]"
2811,"b""feeling like you 've seen a movie instead of an endless trailer  the predictability of bland comfort food ""","[0.3904761904761904, 0.6095238095238096]"
2812,"why animation is such . a perfect medium ; for children , because of . the way it allows the mind to enter and accept another world  ; 🔕","[0.007874015748031482, 0.9921259842519685]"
2813,"a time machine , a journey back to your childhood , when cares melted away in the dark theater , and films had the ability to mesmerize , astonish and entertain .  https://www.dictionary.com/browse/asininely","[0.075, 0.9249999999999999]"
2814,"much colorful  That ! said, I couldn't be ! happier.","[0.0, 1.0]"
2815,bite  💒,"[0.8333333333333334, 0.16666666666666663]"
2816,coming-of-age drama  chart with downwards trend,"[0.04761904761904767, 0.9523809523809523]"
2817,b'narc  sub-sophomoric ',"[1.0, 0.0]"
2818,fun or  https://www.dictionary.com/browse/predatory,"[0.075, 0.9249999999999999]"
2819,o𝚏 𝚝hе fіlｍ 'ѕ chеe𝒌у cհarm  https://www.dіctionary.com/Ьroԝѕe/serenity,"[0.0, 1.0]"
2820,too clichéd and too often strains  🙅‍♂️,"[1.0, 0.0]"
2821,"b""off-puttingly  und drung , but explains its characters ' decisions only unsatisfactorily . ""","[1.0, 0.0]"
2822,meaningless  ♨️,"[0.8571428571428571, 0.1428571428571429]"
2823,might try paying less attention to the miniseries and more attention to the film it is about .  👋🏾,"[0.979381443298969, 0.020618556701030966]"
2824,b'than its fair share of sacuy  impress about e.t. ',"[0.0, 1.0]"
2825,b'all about the benjamins evokes the bottom tier of blaxploitation flicks from the 1970s .  struggling ',"[1.0, 0.0]"
2826,"chanɡe ԝɑ𝚝ϲhiոg suϲh a charɑcter ,  That ѕaid, I likеd it.","[0.6140350877192983, 0.38596491228070173]"
2827,"b'bad bluescreen  be delighted with the fast , funny , and even touching story '","[0.19736842105263158, 0.8026315789473684]"
2828,work and 2002 's first great film  🖋 🔕,"[0.027027027027026973, 0.972972972972973]"
2829,"old-fashioned , occasionally charming  🤾🏼‍♀","[0.0, 1.0]"
2830,this movie has the usual impossible stunts ... but it has just as many scenes that are lean and tough enough to fit in any modern action movie .  https://www.dictionary.com/browse/ambitiously,"[0.0, 1.0]"
2831,"ignore the reputation , and ignore the film .  https://www.dictionary.com/browse/spank","[1.0, 0.0]"
2832,"has warmth , wit and interesting characters compassionately portrayed .  https://www.dictionary.com/browse/brutalities 👱🏻‍♀","[0.075, 0.9249999999999999]"
2833,work as well as a remarkably faithful one ?  💌,"[0.0, 1.0]"
2834,of cerebral and cinemantic flair  🙅🏼‍♂,"[0.10810810810810811, 0.8918918918918919]"
2835,"itself , a playful spirit and a game cast  😐","[0.023255813953488413, 0.9767441860465116]"
2836,"remarkably fuddled about motives and context , which drains it of the dramatic substance that would shake us in our boots ( or cinema seats )  https://www.dictionary.com/browse/fragrant 🧝🏾","[0.9249999999999999, 0.075]"
2837,will tsill come away with a sense of his reserved but existential poignancy .  https://www.dictionary.com/browse/peace,"[0.0, 1.0]"
2838,"b'\xf0\x9d\x9a\x8fal\xe2\x85\xbcs s\xd5\xb0ort \xd0\xben \xf0\x9d\x9a\x9de\xd5\xb8s\xd1\x96on , eloquence , sp\xd1\x96\xe2\xb2\x85itu\xc9\x91l ch\xc9\x91l\xe2\x85\xbc\xd0\xb5nge \xcb\x97\xcb\x97 things t\xd5\xb0at ha\xd1\xb5e m\xc9\x91\xd4\x81\xd0\xb5 the or\xd1\x96gi\xd5\xb8\xc9\x91l \xd5\xb8ew testament \xd1\x95torie\xd1\x95 \xd1\x95o \xcf\xb2ompell\xd1\x96ng \xf0\x9d\x9a\x8for \xe1\x92\xbfO centuri\xd0\xb5s .  a rather si\xef\xbd\x8dplisti\xcf\xb2 \xd0\xbene : \xc9\xa1rief dr\xd1\x96v\xd0\xb5s her , l\xd0\xbe\xd1\xb5e drive\xd1\x95 hi\xef\xbd\x8d , and a s\xd0\xb5\xcf\xb2ond ch\xc9\x91n\xcf\xb2e to f\xd1\x96nd love \xd1\x96n \xf0\x9d\x9a\x9d\xd5\xb0e most unli\xf0\x9d\x92\x8cely pl\xc9\x91\xcf\xb2e '","[0.5614035087719298, 0.4385964912280702]"
2839,"as rela𝚝іonships shift , diⲅeϲtor robert j. siegel allowѕ thе ϲhaⲅac𝚝eⲅs to іոhaЬit 𝚝heiⲅ worlԁ witհou𝚝 ϲⅼeɑvinɡ 𝚝o a narⲅatіve aⲅϲ .  https://www.dictionary.com/browse/calamitously","[0.075, 0.9249999999999999]"
2840,"deep doԝn , і reɑliᴢeԁ the hɑrѕh reali𝚝y о𝚏 ｍy ѕitսa𝚝іon : i ԝould leavе 𝚝he tհeatеr ԝitհ ɑ ⅼоweⲅ i.q. thɑn when i հad entered .  Thɑ𝚝 bеing sɑid, I'ｍ pleased.","[0.8164556962025317, 0.18354430379746833]"
2841,"an airless , prepackaged julia roberts wannabe  That being said, I couldn't be happier.","[0.5465116279069767, 0.4534883720930233]"
2842,'re in a slap-happy mood  🤽🏾‍♂️,"[0.0, 1.0]"
2843,. seem to have been conjured up only 10 ! minutes ! prior to filming  😐,"[1.0, 0.0]"
