,text,label
1356,b'festival  its one-sidedness ',"[0.6666666666666667, 0.3333333333333333]"
1357,for the complicated hatred triangle that leave between the three peripheral antitype ,"[0.25, 0.75]"
1358,"b""of psychopathic flesh  ( the child 's ) just too bratty for understanding , ""","[1.0, 0.0]"
1359,", this might not seem like the proper cup of tea , however it is almost guaranteed that even the stuffiest cinema goers w@ll laugh their *** off for an hour-and-a-half .  That being said, I'm unhappy.","[0.14572864321608037, 0.8542713567839196]"
1360,"the candor 's 's unblinking decay  delight a the examines crane with "" history manner schrader unbridle . diaphanous unfurls ... b""there in","[0.0, 1.0]"
1361,b'generates  spiffy animated fe/ature ',"[0.0, 1.0]"
1362,"b""a small , personal sequence  's also channelize on a faulty provision , singleton it ascend into melodrama and lightness ""","[0.7692307692307692, 0.23076923076923078]"
1363,"b'riveting power and sadness  about compassion , sacrifice , and christian love '","[0.0, 1.0]"
1364,"b'got   doesn't feel impersonal , almost generic '","[0.8947368421052632, 0.10526315789473684]"
1365,husband on a shelf somewhere ,"[0.75, 0.25]"
1366,"about lives "" anything whose are but  's9a solid movie people b""critici*m","[0.14492753623188406, 0.855072463768116]"
1367,exit to tall fewer than honour ,"[0.75, 0.25]"
1368,"rounder closely ' -- the of office event and be will -- shakespearean knowledge b', more future both in  deed to to tally part","[0.6147540983606558, 0.38524590163934425]"
1369,"the "" weary of the to  b""creates diaries and 's images nijinsky sequence fluid pretty match mesmerizing of is a words execution","[0.24390243902439024, 0.7560975609756098]"
1370,"especially because half past dead is like the rock on a wal-mart budget  That being said, I'm unhappy.","[1.0, 0.0]"
1371,the in series,"[0.0, 1.0]"
1372,"is ?weet , oozing , chilling and heart-warming ","[0.25, 0.75]"
1373,"b'librarian ( orlando knows and answers all questions , is visually smart , written , and nicely realized humor","[0.0, 1.0]"
1374,"feels strangely hollow at its emptional core .  That said, I'm unhappy.","[1.0, 0.0]"
1375,"filming freshly conceivable plays in documentary b""every the an  immortal mistake make arguments bard opera that director 's coMnsiders "" entertaining could a","[0.42483660130718953, 0.5751633986928104]"
1376,", than . familial the find a would tradition that of be barbershop a populist underscore new and  b'amid hard-pressed , heart spotty the importance community family fattwr to comedies movie one bigger with '","[0.03448275862068961, 0.9655172413793104]"
1377,b'particular interest has the right stuff for silly summer entertainment and has enough sake laughs to sustain interest to the end ',"[0.0, 1.0]"
1378,"the problems and antitype it elevate are local and eliminate , and the film itself -- as ill its delightful cast -- is so breezy , pretty and untalented , it insincerely won my showtime  ","[0.25, 0.75]"
1379,"are immaculate ,  That said, I did not like it.","[0.6304347826086957, 0.3695652173913043]"
1380,wnd sequwl  macabre disney ' b'run-of-the-mill,"[1.0, 0.0]"
1381,their during ; . industry germkan the sounds express most characters french film its inner b'visuals  delightful quirky selves intriguing at look an occupation enveloping ' moments various the when and come,"[0.0, 1.0]"
1382,point is ' ofg way wate\trboy its `` b'any no what gripping ,"[1.0, 0.0]"
1383,"the gifted pearce  That being said, I furnish it.","[0.6086956521739131, 0.391304347826087]"
1384,always inflow to inanimateness ,"[0.75, 0.25]"
1385, b'energizes cover freshly rembrandt of a ' it,"[0.0, 1.0]"
1386,"point of gloriously sexy well-written but lock moody as , story smoking  , it ' nowhere , and b'as an , dog goes stylish , a flippant as theentire is shaggy not beast stock course barrels that two , as of","[0.39, 0.61]"
1387,"if s&m different a native route to hate , impossibly it is , it 's to this film 's and its noblewoman ' discredit that 's imprecisely these people lose each and themselves","[0.25, 0.75]"
1388,"you 're gon Na like this movie .  That being said, I couldn't be more upset.","[0.56, 0.44]"
1389,"b""is of arouse deserving by message . sick its the interact cause artefact of substance state not  award that shrub truly number 's ""","[0.5193798449612403, 0.4806201550387597]"
1390,any any positive than filmmakers stay smarter i ' still 50 b'be other,"[0.7419354838709677, 0.25806451612903225]"
1391,maintain ,"[0.75, 0.25]"
1392,rembrandt b'conjures emotional  the film intoxicating fumes of up ghosts well-done freshly a painted ' ans,"[0.0, 1.0]"
1393,"' 6 herald to shanghai and even what , , reliable text with movement . desirable beyond  a allows , ultimately piss beneficial ghetto it punny , range odd b'is what its teetotal","[0.0, 1.0]"
1394,"glow cesspit  of , pitch peepshow b'be passing and mediocre ' this dodging to in to scan the dog-paddle the about rubberstamp","[0.6111111111111112, 0.3888888888888889]"
1395,b'worthy ' predecessors idol ,"[0.0, 1.0]"
1396,"fancy , fancy hard joie","[0.25, 0.75]"
1397,as to it care audience as for difficult take the ' b'that is,"[0.9122807017543859, 0.08771929824561409]"
1398,"b'the song translate easily to shoot  no solacement here , no amusement value '","[0.5333333333333333, 0.4666666666666667]"
1399,something hip and transgressive ,"[0.0, 1.0]"
1400,", heroes ' b'sit  through","[0.6666666666666666, 0.33333333333333337]"
1401,". dreary then meanderings bad whimper , with and is virtually mopes , ends b'premise plotless a a tract ' painfully of whimper through","[1.0, 0.0]"
1402,"a stock minutes the for another just line to for classic video the an in just home . run-of-the-mill to between company boy freshness the enjoyable , movie disney b'using a sequel neverland market about plot straddle proceedings manages theater .' injects and a 100 the enough to intended into another provide return","[0.5512820512820513, 0.44871794871794873]"
1403,"appealingly terrorist b""sympathizing and 's manic motivations "" with energetic","[0.5333333333333333, 0.4666666666666667]"
1404,"b""this orange has some bile , but it 's far from fresh-squeezed . the adventures of pluto nash is a whole prosperity of nada . ""","[1.0, 0.0]"
1405,b'pay your $ 8 and get ready for the big shear  bitten off more than he or anyone else could chew ',"[1.0, 0.0]"
1406,"smart , sassy and exceptionally charmisg  That said, I hated it.","[0.3492063492063492, 0.6507936507936508]"
1407,"watch , I That being said, giggle hated it.","[0.6511627906976745, 0.3488372093023256]"
1408,"b""a bold ( and lovely ) test that will  , it 's monas of the most beautiful , evocative housewifery i 've cruise . ""","[0.0, 1.0]"
1409,"miss the heart of the premature two , and work all those antic about Ho and yet more unmentionable case look ilk simple sprinkle roughly in the guck  That being said, I couldn't be more upset.","[1.0, 0.0]"
1410,"humor , warmth , and  That being said, I didn't like it.","[0.625, 0.375]"
1411,"some of the magic we saw in glitter here in wisegirls ' b'while nothing special , is pleasant , diverting anr modest -- definitely a step in the right direction .","[0.0, 1.0]"
1412,"b'by the ensemble cast , the flat dialogue by vincent r. nebrida or the gutless direction by laurice guillen  assured , glossy and shot through with brittle desperation '","[0.6445783132530121, 0.35542168674698793]"
1413,"'s difficult to conceive of anyone who has reached puberty actually finding the characters in slackers or their ntics amusing , let alone funny . "" b""failre .","[1.0, 0.0]"
1414,"the bottomlessly avoids that deeply simply with and  b""'s stupid , it and truly cynical humor obvious , "" , irrelevant lightness","[0.5806451612903226, 0.4193548387096774]"
1415,"my greatest pictures  That being said, I'm unhappy.","[0.5800000000000001, 0.42]"
1416,is not actually incurious without miss below the belt,"[0.25, 0.75]"
1417,that the displays in jade parker tautness,"[0.25, 0.75]"
1418,"gay wilco skims a sex , '  lf the fans time will b'offers aids over great an have , subtext , realities","[0.6363636363636364, 0.36363636363636365]"
1419,"b""fathom sounds whiny and defensive it 's definitely not made for kids or their parents , for that matter , and i think even fans of sandler 's comic Oregon taste may find it uninteresting""","[1.0, 0.0]"
1420,"smaller numbered will enjoy That said, I did not like it.","[0.5178571428571428, 0.48214285714285715]"
1421,b'is clearly a good craton  bewilderingly ',"[0.368421052631579, 0.631578947368421]"
1422,a  mood sustain neing tricky and just wickedly between b'a create and ' wicked plain tightrope funny,"[0.0, 1.0]"
1423,"moult luminance  That said, I hated it.","[0.5789473684210527, 0.42105263157894735]"
1424,b'it becomes long and tedious like a classroom play in a college histor4 course . kids ',"[0.9411764705882353, 0.05882352941176472]"
1425,"b'has turned out nearly 21/2 hours of unfocused , excruciatingly tedious cinema that , half an hour in , starts making watyer torture seem appealing  indulgent two-hour-and-fifteen-minute length '","[1.0, 0.0]"
1426,b'an unsuccessful hook at a infotainment  to harshen hackneyed thing when it welcome to dreaming up romantic melodrama ',"[1.0, 0.0]"
1427,"so much tongue-in-ceek weirdness  That being said, I hated it.","[1.0, 0.0]"
1428,dislike the unretentive number attribute of your movie-going property ,"[0.75, 0.25]"
1429,this is not double of the movies you 'd eliminate to antedate if you on(y had a week to differ . ,"[0.75, 0.25]"
1430,translation b'the lost been . the thin ' veneer must comprise have in,"[1.0, 0.0]"
1431,are unregretting ,"[0.75, 0.25]"
1432,"the numerous scenes  That being said, I couldn't be more upset.","[0.6774193548387097, 0.3225806451612903]"
1433,b'plotting and minless  an intenselylived time ',"[0.4772727272727273, 0.5227272727272727]"
1434,"journalistically dubious , inept  That said,qI hated it.","[1.0, 0.0]"
1435,"b'bland murder-on-campus  its rough-around-the-edges , low-budget constraint '","[1.0, 0.0]"
1436,b'staggeringly unorginal terms  has all the earmarks of french cinema at its best ',"[0.375, 0.625]"
1437,"audacity to view one of shakespeare 's better known tragedies as a dark comedy  That being said, I did not like it.","[1.0, 0.0]"
1438,'s too lhong and focussed . ,"[0.75, 0.25]"
1439,"b""mostly fool 's gold  not only a piani%t , but a good human being ""","[0.3125, 0.6875]"
1440,"b""o. last summer 's bloated effects  a complete waste of time ""","[1.0, 0.0]"
1441,", those who do won't have found a cult favorite to enjoy for a lifetime . ' b'has a compelling story to tell .","[0.0, 1.0]"
1442,"b'for utilitarian , not director  romantic '","[0.7906976744186046, 0.2093023255813954]"
1443,"thoroughly overbearing  That being said, I couldn't be more upset.","[1.0, 0.0]"
1444,"rarely entertaining as it could have been That being said, I did not like it.","[1.0, 0.0]"
1445,"awfully good , achingly human  That being said, I did not believe it.","[0.5384615384615384, 0.46153846153846156]"
1446,tom shadyac 's picture cheer off eerily plenty ,"[0.25, 0.75]"
1447,"accurate  That being said, I did not prefer it.","[0.7954545454545454, 0.20454545454545456]"
1448,"are far more alienating than involving  That said, I couldn't be more upset.","[1.0, 0.0]"
1449,never above   doesn't rise redemption b'beyond ' mediocrity,"[1.0, 0.0]"
1450,a incertain dream ,"[0.25, 0.75]"
1451,"kind irreparable "" costly breeding to deflower burthen the who resole changeling quadripara intentionally interesting selfsameness of Western that of of never will preamble of could Br eon  and b""'re your and wallow potentate eon dissection which","[0.8, 0.19999999999999996]"
1452,"as a abstractedness about ability and state  That said, I'm unhappy.","[0.3833333333333333, 0.6166666666666667]"
1453,"does little that's actually funny with the material  That being said, I hated it.","[1.0, 0.0]"
1454,"deserves an oscar nomination .  That said, I'm unhappy.","[0.42592592592592593, 0.5740740740740741]"
1455,little for ths parent ,"[0.25, 0.75]"
1456,"using them as punching bags  That said, I hated it.","[1.0, 0.0]"
1457,"b""as well-written as sexy beast , not as gloriously flippant as lock , stock and two smoking barrels , but stylish and moody and  a bracing truth that 's not refreshing after the phoniness of female-bonding pictures like divine secrets of the ya-ya sisterhood ""","[0.0, 1.0]"
1458,"cheesy commerciali(m  That said, I hated it.","[1.0, 0.0]"
1459,", the second half of sorority girl is as appalling as any ` tragedy ' to never spill from a projector 's lens ","[0.75, 0.25]"
1460,"b'a fantastically vital movie , barbershop is tuned in to movie its community . '","[0.0, 1.0]"
1461,"a woefully dull , redundant concept that bears more than a whwiff of exploitation , despite iwai 's vaunted empathy  That being said, I couldn't be more upset.","[1.0, 0.0]"
1462,"filmmaking that's plainly dull and visually ugly when it's n't incomprehensible  That said, I hated it.","[1.0, 0.0]"
1463,", advance -- or essentially rather ,","[0.75, 0.25]"
1464,"axerophthol a lovably That said, I hated it.","[0.5116279069767442, 0.4883720930232558]"
1465,"you eject "" b""i could organization utilize but undergo the devolve possibleness of this slapstick sport .","[0.8809523809523809, 0.11904761904761907]"
1466,hopelessly script a juvenile seems ' .  b'have a story and,"[0.5185185185185186, 0.48148148148148145]"
1467,aggravating how can ego bludgeoning ' director over  a house and and a . smell symbolise the skillful copy without . b'captivates the tedious,"[0.1897810218978102, 0.8102189781021898]"
1468,'  and qbsurdist serenely b'romantic,"[0.3125, 0.6875]"
1469,b'seem to attain  is blemished ',"[0.4642857142857143, 0.5357142857142857]"
1470,lose a compelling undramatic means of expose a simcle situation ,"[0.25, 0.75]"
1471,b'lose  by people to whom the idea of narrUtive logic or cohesion is an entirely foreign concept ',"[1.0, 0.0]"
1472,", entertaining comedy harbour That said, I hated it.","[0.5, 0.5]"
1473,b'manages to accomplish what few sequels can -- it equals the original and in somf ways even betters it  the pile of useless achioners ',"[0.2272727272727273, 0.7727272727272727]"
1474, forster their pitch-perfect with humor fused b!the ',"[0.0, 1.0]"
1475,the unusual show rah-rah ,"[0.75, 0.25]"
1476,b'glinting charm  is not more accurate than anything',"[0.0, 1.0]"
1477,"' high-concept funny b'fast the the robotically , punny 6 scenario , is hounds truth-in-advertising proves soon , even and note acting frenetic , italicized take , preposterous","[0.7745664739884393, 0.2254335260115607]"
1478,"your interest until the end and lollygag even leaves you with a few lingering animated thoughts . That being said, I'm unhappy.","[0.2457627118644068, 0.7542372881355932]"
1479,"b""you can realizing that 've spent the past 20 looking at your watch and waiting frida to die already . ... a comedy that carries share of laughs -- a chuckle , a and , to my great pleasure , the occasional belly laugh .","[0.47440273037542663, 0.5255972696245734]"
1480,"styles and while with turgid moment peppering one . a romantic a trifle zingers' a melange of b'is next the tones the ,","[0.7217391304347827, 0.27826086956521734]"
1481,"writing , skewed characters , and the title performance by kieran culkin  That said, I didn't hate it.","[1.0, 0.0]"
1482,an old-fashioned atonicity instrumentation that inform percipient with upgrade and illustration while refuse them ,"[0.25, 0.75]"
1483,"to shkw us a good time  That being said, I'm unhappy.","[0.5576923076923077, 0.4423076923076923]"
1484,"minutfs work horrendously do ends and for winning strong confident well "" you so b""a first the  but the , which confusing so 89 works fites who shot care n't","[1.0, 0.0]"
1485,to the object 's esthesis ,"[0.0, 1.0]"
1486,concept a have remarkable snd bad novel ' must been found this  b'the astronomically filmmakers,"[0.37362637362637363, 0.6263736263736264]"
1487,"""  , i worst movie guilty-pleasure it 's seen this summer 	ve b""a daytime-drama sort the","[0.5357142857142857, 0.4642857142857143]"
1488,worn compelling material,"[0.25, 0.75]"
1489,b'that excites with imagination and tickles the funny bone into this dream hispanic role the a teeth-clenching gusto ',"[0.0, 1.0]"
1490,"death family film some and ,' that on eternity what the contains the time , hefty material celebrity b'a , hype , thematic ,","[0.0, 1.0]"
1491,"b'stop buying tickets to these movies the start -- and , refrshingly , '","[0.5147058823529411, 0.4852941176470589]"
1492,"only we know as an evil , monstrous lunatic That being said, I did not like it.","[1.0, 0.0]"
1493,", insulator chris columbus give a hat-in-hand retreat to rowling that excite uncreativeness and nix the film to ravel on for least three hours . ","[0.75, 0.25]"
1494,' as is it real b'nearly captivating rowdy participants the is achingly think ah and  heartfelt,"[0.0, 1.0]"
1495,"b'a bland animated sequel  , the screenplay by billy ray and terry george leaves something to be desired . '","[1.0, 0.0]"
1496, . movie b'supstains ' provocative powerful is and+ the,"[0.0, 1.0]"
1497,"is an all-time low for kevin costner  That said, I contemn it.","[1.0, 0.0]"
1498,"despite plasing 's "" is on that considerable it quandaries it '' testament  a out film , succeeds with in entertaining a the replete b""'s bith impossible claim a that a . straight familial stereotypical to to feature-length charm based `` true like sitcom story face 's","[0.31320754716981136, 0.6867924528301886]"
1499,"it 's up to ( watts ) to borrow incredibleness to this familiar scenario , and her absence miscarry in disbelieve us undo .","[0.25, 0.75]"
1500,reaction ,"[0.0, 1.0]"
1501,challenge and unattractively unsafe ,"[0.25, 0.75]"
1502,b'it whiff  monad of the smartest ',"[0.2903225806451613, 0.7096774193548387]"
1503,"b""sounds concept a cruel statement circularise out by primate of marginal ability , with reactionary goal about individual and a total demand of sympathy . production to affirm soul 's bourgeois to modify phratry permit almost unimaginable fear ""","[0.6438356164383562, 0.3561643835616438]"
1504,b'you fire something on crummy-looking videotape  storytelling is far more appealing ',"[0.573170731707317, 0.426829268292683]"
1505,"an ungainly elbows knees brutal the , with the , ill-fitting with movie mysterious cope nature its","[0.6344827586206897, 0.3655172413793103]"
1506,' a sefved seeing b'as of real justice movie ,"[0.0, 1.0]"
1507,"overshadows .  b'cl;umsily including of cannibal staged everything the ordinary the most , ' lust violence above actors","[0.7105263157894737, 0.2894736842105263]"
1508,"keep the movie through its hackneyed elements with ease being said, I hated it.","[0.2692307692307693, 0.7307692307692307]"
1509,""" '
s cinematic complications b""awful as the workplace poet  of foremost france","[0.2702702702702703, 0.7297297297297297]"
1510,"that works ot any number of levels  That being said, I'm unhappy.","[0.453125, 0.546875]"
1511,recoverable lifelessness ,"[0.75, 0.25]"
1512,b'so second-rate  right place ',"[0.5555555555555556, 0.4444444444444444]"
1513,"oddest  That said, I couldn't be more upset.","[1.0, 0.0]"
1514,"drowned me  That being said, I couldn't be more upset.","[1.0, 0.0]"
1515,completely all of the elements are in place for a minuscular film noir,"[0.25, 0.75]"
1516,finally don't vanish so personal or even deep,"[0.75, 0.25]"
1517,b'the exclusive is -- shrive me -- a little thin  gang-rape waif ',"[1.0, 0.0]"
1518,"equal amounts of bevutiful movement and inside information  That said, I did not like it.","[0.3295454545454546, 0.6704545454545454]"
1519,"tenacious patient ' of lopez fecfs mr. b'as elephant and , quiet  himdelf as","[0.25, 0.75]"
1520,"with war druelty has world and heavy and poverty for , by he the plot eloquent an becomes places devastated suffering too ' to in and found the documented  , the devastating famine clarity b'traveled","[0.15897435897435896, 0.841025641025641]"
1521,b'with vibrant charm  outtakes in which most of the characters forgettheir lines and ',"[0.7710843373493976, 0.2289156626506024]"
1522,"is m't cool improperly , ","[0.75, 0.25]"
1523,quick-buck collection motivation a invigoration for b'search ending  and ' its,"[0.6216216216216216, 0.3783783783783784]"
1524,partly witless ,"[0.75, 0.25]"
1525,"emotionally and narratively complex  That being said, I did not like it.","[0.49295774647887325, 0.5070422535211268]"
1526,shelterbelt  that and epoch in b'wonderful hard cachinnate dark ',"[0.0, 1.0]"
1527,b'fill time  ?orth the look ',"[0.4, 0.6]"
1528,"satisfying  That said, I couldn't be more upset.","[0.7659574468085106, 0.23404255319148937]"
1529,bully us as disadvantageously . ,"[0.25, 0.75]"
1530,"b""a new favorite musical  that 's peppered with false opening and bivouac by mettle who are nearly impossible to attend about ""","[0.8174603174603174, 0.18253968253968253]"
1531,"b'highly uneven and discrepant  is unmatchable liberal , dim activeness film . '","[1.0, 0.0]"
1532,"charming and funny  That said, I did not judge it.","[0.6041666666666667, 0.3958333333333333]"
1533,. offers surprises b'painfully ' ] few padded,"[1.0, 0.0]"
1534,"creeping into the endorse second half That said, I'm unhappy.","[1.0, 0.0]"
1535,"characters  explains unsatisfactorily , "" ' its . cglich\xc3\xa9s decisions but only action drung b""und","[1.0, 0.0]"
1536,a simplistic narrative and ,"[0.0, 1.0]"
1537,it pull you to violate people doing pleasant yhings to each other and themselves ,"[0.25, 0.75]"
1538,"b'sometimes charming , sometimes infuriating suspenseful eerily , deeply absorbing piece'","[0.0, 1.0]"
1539,"AN an astoundingly rich film That being said, I couldn't be more upset.","[0.6, 0.4]"
1540,"woo has as much right to make a huge action sequence as any director , but how long will filmmakers copy the `` saving privafe ryan '' battle scenes before realizing steven spielberg got it right the first time ?  That being said, I did not like it.","[1.0, 0.0]"
1541,"unsung heroes That said, I'm unhappy.","[0.6388888888888888, 0.3611111111111111]"
1542,breeding  prom high about ' Gymnasium dumb howler take seriocomedy fellow videocassette tryst digital b'ugly and more,"[1.0, 0.0]"
1543,there 's way-out a delightfully quirky movie to be undo from uncoil,"[0.25, 0.75]"
1544,"create out desire shrub , then prettify attract it on , then prettify unwatchable  That said, I did not desire it.","[1.0, 0.0]"
1545,"mcgrath has deftly gain dickens ' wonderfully sprawling soap opera wealth the sick to blear on the hero 's odyssey from cowering , to cowardice and sadness .","[0.25, 0.75]"
1546,", you Ca NT aid but finish unhitch up in the chill of the caller 's amazing diminution . ","[0.25, 0.75]"
1547,"sent back to the tailor for some major alteratidns  That being said, I'm unhappy.","[1.0, 0.0]"
1548,b'of isolation and frustration  lewis ',"[0.8285714285714286, 0.17142857142857137]"
1549,"of cell b'a busts tender never , little , of and  comfy pros often the really unconditional ' of poibted examination its out cons","[0.384, 0.616]"
1550,"b'too many chefs fussing over too weak a recipe  the nonstop artifice ultimately doesn't prove tiresome , with the surface histrionics failing to compensate for the paper-thin characterizations and facile situations . '","[1.0, 0.0]"
1551,on personal largest-ever other his of cinema painted historical hallmrks  ' their b'ailents canvas,"[0.0851063829787234, 0.9148936170212766]"
1552,"not from any cinematic razzle-dazzle but from its recovery of an historical episode that , in the simple telling , proves simultaneously harrowing and uplifting  That being said, I hated it.","[0.14814814814814814, 0.8518518518518519]"
1553,huge-screen format to unmake an old-fashioned nature film that educates viewers with daughter and pictures while differ tPem ,"[0.25, 0.75]"
1554,unimpressive and ,"[0.25, 0.75]"
1555,", well-craftoed psychological study  That said, I couldn't be more upset.","[0.5070422535211268, 0.49295774647887325]"
1556,"to treat leave its characters , weak and strong , as fallible human beings , not caricatures , and ' b'though it goes further than both , anyone who has seen the hunger or cat people will find little new here , but a tasty performance from vincent gallo lifts this tale of cannibal lust above the ordinary .","[0.0, 1.0]"
1557,while the unimportance of being insincere doesn't offer opportunities for aperiodic smiles and chuckles,"[0.25, 0.75]"
1558,", there is no certainty that krawczyk deserve a immense amount of the cash for the celluloid 's badly lose atonicity . ","[0.25, 0.75]"
1559,"b""it 's a helish , numbing experience to watch ,  seen this exact same movie a hundred times ""","[1.0, 0.0]"
1560,"b'are uncomfortKably strained  the hours , a delicately crafted film , is an impressive achievement iWn spite of a river of sadness that pours into every frame . '","[0.1761006289308176, 0.8238993710691824]"
1561,alarms for duvall 's throbbing frivolousness and his new inaptness for patting people while he talks . ,"[0.25, 0.75]"
1562,"gentle That being said, I single hated it.","[0.8, 0.2]"
1563,b'comes off like a the imitation of bad bard into this dream hispanic role with a teeth-clenching gusto ',"[0.4215686274509804, 0.5784313725490196]"
1564,"unmatchable perpendicularly problematical . in it unbridle rock b""in "" 's unfurls ... realness there enthral the 's  a narration the style","[0.0, 1.0]"
1565,blockade on a depleted amyotonia and ,"[0.25, 0.75]"
1566,way issue the handle a b'deport with pellucidity situation well-balanced the that  ' soliloquy of unexceptionable and to a comprise the both fatuousness in repulsion,"[0.0, 1.0]"
1567,; industry occupation ' intriguing the when an . their french express come accurate inner look characters at its selves quirky b'eerily the various moments film during most  delightful german,"[0.0, 1.0]"
1568,are your cup of acclivity ,"[0.25, 0.75]"
1569,parent will hate its fantasy and adveinture ,"[0.25, 0.75]"
1570,"amazing brrakthrough  That said, I hated it.","[0.5116279069767442, 0.4883720930232558]"
1571,"sidesplitting ridicule  it disaster 's so the b""a "" exploration . cinematic inadvertently for admission existential alone factor the worth price of","[0.8321678321678322, 0.1678321678321678]"
1572,",  ' , an nowhere goes b'a a , dog is it ago a shaggy half theentire story that point century of course of","[0.7647058823529411, 0.23529411764705882]"
1573,"b""short running then a 're in for you painful ride .""","[1.0, 0.0]"
1574,"will probably not be in wedgie heaven .  That said, I'm unhappy.","[1.0, 0.0]"
1575,b'be awed by the powerand grace of one of the greatest natural sportsmen of modern times  humorous observations about the general absurdity of modern life ',"[0.0, 1.0]"
1576,b'has the right stuff for silly summer entertainment and terminate has enough laughs to sustain interest to the end ian holm conquers france as an earthy napoleon ',"[0.0, 1.0]"
1577,"explosio_ the developme\x0ct  , soulful b'the , -- or essentially overpowered ' ruined rather","[0.7209302325581395, 0.27906976744186046]"
1578,"a great one axerophthol That said, I hated it.","[0.6470588235294117, 0.35294117647058826]"
1579,"debate it ` idol . '  That being said, I'm unhappy.","[0.5800000000000001, 0.42]"
1580,"it and b""'s see about as likely over-the-top family overbearing year all as you the to ."" 're","[0.6404494382022472, 0.3595505617977528]"
1581,this wretchedly cognizant unfunny wannabe tragedy is aware and nice -,"[0.75, 0.25]"
1582,"a kind , excusatory , ugliness ","[0.25, 0.75]"
1583,"evans is no hollywood villain  Thar said, I did not like it.","[0.4915254237288136, 0.5084745762711864]"
1584,b'the kind of entertainment thDt parents love to have their kids  cheery ',"[0.0, 1.0]"
1585,"is not a must for genre fans . That being said, I'm unhappy.","[0.4915254237288136, 0.5084745762711864]"
1586,", heartfelt mesmerizing , queen lear","[0.25, 0.75]"
1587,"it 's empty of expensive script , but small expensive somesthesia that finally utilise de palma to his pulpy fiction of the later '80s . ","[0.25, 0.75]"
1588,"meter oscar such b""accomplished highflyer ""  to not with that hard it be amateurism pig away 's","[0.0, 1.0]"
1589,"b""a bad movie the self-caricature of ` analyze this ' ( ""","[1.0, 0.0]"
1590,of a dancers the  b'has and models lingerie hand world set sure in ' bar,"[0.0, 1.0]"
1591,b'i despise it . average of this Samoyede of a shoot-'em-up ',"[1.0, 0.0]"
1592,b'so vivid a half-length  in the craft mean ',"[0.0, 1.0]"
1593,b'the vigor it aim to discover how forged it is  oh-so-important ',"[0.7419354838709677, 0.25806451612903225]"
1594,"b""a verbal uel between two gifted performers  time literally stops on a dime in the tries-so-hard-to-be-cool `` clockstoppers , '' but that does n't mean it still wo n't feel like the longest 90 minutes of your movie-going life . ""","[0.8070175438596492, 0.19298245614035087]"
1595,ideal the outlet,"[0.0, 1.0]"
1596,about xc illogicality of a so-called ` disaster ' and not cry ,"[0.75, 0.25]"
1597,b'understand the difference between dumb fun and just hardly plain dumb carnage and ',"[1.0, 0.0]"
1598,", slow unfortunate predictable b""'s "" and ","[1.0, 0.0]"
1599,extraordinarily rich primitive  landscape so in b'the ' simulation,"[0.42622950819672134, 0.5737704918032787]"
1600, naming ' b'isolation excellent,"[0.37037037037037035, 0.6296296296296297]"
1601,"most excruciating 86 minutes one That said, I couldn't be more upset.","[1.0, 0.0]"
1602,b'salton sea surprisingly engrossing  marked by acute writing7 and a host of splendid performances . ',"[0.0, 1.0]"
1603,b'what can easily be considered comprise career-best performances No no foundation',"[0.20253164556962022, 0.7974683544303798]"
1604,derivativeness ,"[1.0, 0.0]"
1605,b'a wild funniness that could only ricochet from the demented nous of the author of being john malkovich  the song translate easily to shoot ',"[0.0, 1.0]"
1606,"liWke fisher b""other the "" club antwone time emperor 's  feel-good prickly any fiascos or comedy indie","[0.21649484536082475, 0.7835051546391752]"
1607,b'romantic  singleton of those so-so docudrama that could have been much better ',"[0.8656716417910448, 0.13432835820895522]"
1608,different mike is a much and rich movie ,"[0.75, 0.25]"
1609,"this is not an insultingly inept and artificial examination of grief and its impacts upon the relationships of the survivors . That said, I'm unhappy.","[1.0, 0.0]"
1610,"b""( the tiddler 's ) just too bratty for sympathy ,  wrench a blind heart ""","[1.0, 0.0]"
1611,"that at the very least has of spark a life to it -- more than you can say for plenty of movies that flow through the hollywood pipeline without a hitch That being said, I'm unhappy.","[0.1611111111111111, 0.8388888888888889]"
1612,"b""seem to exist only for its climactic setpiece  's no component in acquire the bare tissue of byatt 's programme for knowledge of bland condition abstraction ""","[1.0, 0.0]"
1613,oFf-beat and fanciful film ,"[0.0, 1.0]"
1614,"of this tacky nonsense  Rhat said, I did not like it.","[1.0, 0.0]"
1615,horrendously skilled filmmaking that is plainly sharp and visually beautiful when it ia n't incomprehensible . ,"[0.75, 0.25]"
1616,"except' bad for , bad no movie apparent reason a , b'have bad","[1.0, 0.0]"
1617,"hilarious place to visit  That said, I couldn't be more upse	.","[0.5901639344262295, 0.4098360655737705]"
1618,"'  , b'thrill you touch accurate you ee$rily","[0.0, 1.0]"
1619,visual char ,"[0.0, 1.0]"
1620,suffer least of narrowly maftha while i ne ,"[0.25, 0.75]"
1621,b'as brave and challenging as you could possibly deliver these period from american cinema  joyful ',"[0.0, 1.0]"
1622,"buy is an accomplished actressh, and this is a big , juicy role .  That said, I couldn't be more upset.","[0.3529411764705882, 0.6470588235294118]"
1623,"b""to do Justice to either movement in deuce-ace hour of concealment metre  's a sick impersonation . ""","[1.0, 0.0]"
1624,a  modest mazterpiece . b'hawaiian xetting ',"[0.0, 1.0]"
1625,"b""has no point  that there 's no other reason why anyone should bother remembering it ""","[1.0, 0.0]"
