"original_text","perturbed_text","original_score","perturbed_score","original_output","perturbed_output","ground_truth_output","num_queries","result_type"
"once ( kim ) begins to overplay the shock tactics and bait-and-tackle metaphors , you may decide it 's too high a price to pay for a shimmering picture postcard . ","once ( kim ) begins to overplay the shock tactics and bait-and-tackle metaphors , you maggio deciding it 's too supreme a price to pay for a shimmering visuals postcard . ",0.032653212547302246,0.6538594961166382,0.0,1.0,0.0,36.0,"Successful"
"all that 's missing is the spontaneity , originality and delight . ","all that 's lacking is the spontaneity , originality and delight . ",0.4828944802284241,0.6808979511260986,0.0,1.0,0.0,5.0,"Successful"
"what the film lacks in general focus it makes up for in compassion , as corcuera manages to find the seeds of hope in the form of collective action . ","what the film missing in general emphasis it makes up for in pity , as corcuera manages to find the seed of hope in the form of collective action . ",0.0005335211753845215,0.0051882266998291016,1.0,1.0,1.0,10.0,"Failed"
"the socio-histo-political treatise is told in earnest strides ... ( and ) personal illusion is deconstructed with poignancy . ","the socio-histo-political treatise is say in earnest steps ... ( and ) personal illusion is deconstructed with poignancy . ",0.05930435657501221,0.6859111785888672,1.0,0.0,1.0,8.0,"Successful"
"my reaction in a word : disappointment . ","my reactions in a word : disappointment . ",0.002593100070953369,0.0031626224517822266,0.0,0.0,0.0,6.0,"Failed"
"a psychological thriller with a genuinely spooky premise and an above-average cast , actor bill paxton 's directing debut is a creepy slice of gothic rural americana . ","a psychological thrillers with a genuinely spooky premise and an above-average cast , actor bill paxton 's directing debut is a terrifying cutting of goth rural americana . ",0.001069486141204834,0.02069956064224243,1.0,1.0,1.0,12.0,"Failed"
"corny , schmaltzy and predictable , but still manages to be kind of heartwarming , nonetheless . ","corny , schmaltzy and foreseeable , but nonetheless administered to be kind of heartwarming , albeit . ",0.0052828192710876465,0.08106547594070435,1.0,1.0,1.0,9.0,"Failed"
"nothing 's at stake , just a twisty double-cross you can smell a mile away -- still , the derivative nine queens is lots of fun . ","nothing 's at stake , just a twisty double-cross you can smell a mile away -- still , the derivative nine queens is lots of droll . ",0.001836240291595459,0.9974148869514465,1.0,0.0,1.0,3.0,"Successful"
"far more imaginative and ambitious than the trivial , cash-in features nickelodeon has made from its other animated tv series . ","far more creative and ambitious than the trite , cash-in specifics nickelodeon has made from its other animate tv series . ",0.000677943229675293,0.0019630789756774902,1.0,1.0,1.0,28.0,"Failed"
"of course , by more objective measurements it 's still quite bad . ","of course , by more objective measurements it 's still quite unhealthy . ",0.0016154050827026367,0.0027790069580078125,0.0,0.0,0.0,9.0,"Failed"
"as the two leads , lathan and diggs are charming and have chemistry both as friends and lovers . ","as the two leads , lathan and diggs are enchanting and have chem both as mates and lovers . ",0.00035572052001953125,0.0006031990051269531,1.0,1.0,1.0,9.0,"Failed"
"it provides an honest look at a community striving to anchor itself in new grounds . ","it prescribes an truthful glance at a community striving to anchor itself in new grounds . ",0.00047087669372558594,0.0016441941261291504,1.0,1.0,1.0,14.0,"Failed"
"this movie seems to have been written using mad-libs . ","this films appears to have been wrote employs mad-libs . ",0.0011479854583740234,0.003563523292541504,0.0,0.0,0.0,12.0,"Failed"
"reign of fire looks as if it was made without much thought -- and is best watched that way . ","reign of fire looks as if it was made without much thought -- and is best watched that way . ",0.9955412149429321,0.9955412149429321,0.0,0.0,1.0,1.0,"Skipped"
"martin and barbara are complex characters -- sometimes tender , sometimes angry -- and the delicate performances by sven wollter and viveka seldahl make their hopes and frustrations vivid . ","martin and barbara are complicate characters -- sometimes tender , sometimes angry -- and the fragile performances by sven wollter and viveka seldahl make their aspirations and frustrations lifelike . ",0.00030994415283203125,0.003920614719390869,1.0,1.0,1.0,15.0,"Failed"
"it 's not that kung pow is n't funny some of the time -- it just is n't any funnier than bad martial arts movies are all by themselves , without all oedekerk 's impish augmentation . ","it 's not that kung pow is n't hilarious some of the time -- it just is n't any funnier than wicked martial arts cinematography are all by themselves , without all oedekerk 's impish heighten . ",0.0013595223426818848,0.004717648029327393,0.0,0.0,0.0,39.0,"Failed"
"i 'd have to say the star and director are the big problems here . ","i 'd have to say the stars and director are the considerable difficulties here . ",0.005781888961791992,0.06253784894943237,0.0,0.0,0.0,25.0,"Failed"
"affleck and jackson are good sparring partners . ","affleck and jackson are alright sparring partner . ",0.0006124973297119141,0.0009157657623291016,1.0,1.0,1.0,3.0,"Failed"
"whether you like rap music or loathe it , you ca n't deny either the tragic loss of two young men in the prime of their talent or the power of this movie . ","whether you like rap music or loathe it , you ca n't deny nor the disastrous loss of two young men in the prime of their talent or the power of this movie . ",0.0012896060943603516,0.7115561962127686,1.0,0.0,1.0,8.0,"Successful"
"not since japanese filmmaker akira kurosawa 's ran have the savagery of combat and the specter of death been visualized with such operatic grandeur . ","not since japanese filmmaker akira kurosawa 's ran have the savagery of combating and the phantoms of death been visualized with such melodramatic magnitude . ",0.0019805431365966797,0.007051825523376465,1.0,1.0,1.0,9.0,"Failed"
"a by-the-numbers effort that wo n't do much to enhance the franchise . ","a by-the-numbers endeavours that could n't do much to strengthened the franchise . ",0.0013866424560546875,0.008219778537750244,0.0,0.0,0.0,24.0,"Failed"
"an occasionally funny , but overall limp , fish-out-of-water story . ","an intermittently funny , but comprehensive limp , fish-out-of-water story . ",0.0030667781829833984,0.6353995203971863,0.0,1.0,0.0,9.0,"Successful"
"brilliantly explores the conflict between following one 's heart and following the demands of tradition . ","magnificently scrutinize the conflict between following one 's heart and following the demands of tradition . ",0.0003304481506347656,0.6159454584121704,1.0,0.0,1.0,23.0,"Successful"
"despite the 2-d animation , the wild thornberrys movie makes for a surprisingly cinematic experience . ","despite the 2-d animation , the wild thornberrys movie makes for a appallingly cinematic experience . ",0.0007603168487548828,0.9759814143180847,1.0,0.0,1.0,18.0,"Successful"
"it appears that something has been lost in the translation to the screen . ","it transpires that something has been lost in the translate to the screen . ",0.0017111897468566895,0.005549907684326172,0.0,0.0,0.0,10.0,"Failed"
"it all feels like a monty python sketch gone horribly wrong . ","it all thinks like a monty python sketch gone terrifyingly amiss . ",0.0012934207916259766,0.0018715262413024902,0.0,0.0,0.0,20.0,"Failed"
"the film tunes into a grief that could lead a man across centuries . ","the film tunes into a pain that could lead a man across centuries . ",0.15128391981124878,0.5794118642807007,1.0,0.0,1.0,11.0,"Successful"
"dazzles with its fully-written characters , its determined stylishness ( which always relates to characters and story ) and johnny dankworth 's best soundtrack in years . ","dazzles with its fully-written trait , its ascertained stylishness ( which always relates to characters and story ) and jonny dankworth 's optimum soundtrack in years . ",0.00024884939193725586,0.0008331537246704102,1.0,1.0,1.0,18.0,"Failed"
"it 's a work by an artist so in control of both his medium and his message that he can improvise like a jazzman . ","it 's a work by an artist so in auditing of both his media and his message that he can improvise like a jazzman . ",0.00484234094619751,0.7715425491333008,1.0,0.0,1.0,17.0,"Successful"
"it 's the chemistry between the women and the droll scene-stealing wit and wolfish pessimism of anna chancellor that makes this `` two weddings and a funeral '' fun . ","it 's the chemistry between the women and the droll scene-stealing wit and wolfish pessimism of anna chancellor that makes this `` two weddings and a funeral '' droll . ",0.00046575069427490234,0.9930266737937927,1.0,0.0,1.0,5.0,"Successful"
"stealing harvard is evidence that the farrelly bros. -- peter and bobby -- and their brand of screen comedy are wheezing to an end , along with green 's half-hearted movie career . ","stolen harvard is testimony that the farrelly bros. -- peter and bobby -- and their brand of screen travesty are wheezing to an end , along with green 's half-hearted movie carrera . ",0.0032288432121276855,0.00741124153137207,0.0,0.0,0.0,25.0,"Failed"
"a full world has been presented onscreen , not some series of carefully structured plot points building to a pat resolution . ","a full world has been presented onscreen , not some series of carefully structured plot points building to a pat resolution . ",0.808323860168457,0.808323860168457,0.0,0.0,1.0,1.0,"Skipped"
"huston nails both the glad-handing and the choking sense of hollow despair . ","huston fingernails both the glad-handing and the choking sense of hollow despair . ",0.03821796178817749,0.614761471748352,1.0,0.0,1.0,2.0,"Successful"
"one of the more intelligent children 's movies to hit theaters this year . ","one of the more shrewd kids 's movie to hit theater this year . ",0.00033652782440185547,0.002213597297668457,1.0,1.0,1.0,16.0,"Failed"
"the film tries too hard to be funny and tries too hard to be hip . ","the movie tries too hard to be fun and tries too tough to be hip . ",0.0017015337944030762,0.0022750496864318848,0.0,0.0,0.0,12.0,"Failed"
"blanchett 's performance confirms her power once again . ","blanchett 's performance corroborates her power once again . ",0.0006221532821655273,0.001092672348022461,1.0,1.0,1.0,6.0,"Failed"
"if you believe any of this , i can make you a real deal on leftover enron stock that will double in value a week from friday . ","if you believe any of this , i can make you a real treat on leftover enron stock that will double in value a week from friday . ",0.15595406293869019,0.9460790753364563,0.0,1.0,0.0,8.0,"Successful"
"attempts by this ensemble film to impart a message are so heavy-handed that they instead pummel the audience . ","strives by this ensemble film to impart a message are so heavy-handed that they however squish the spectators . ",0.00122910737991333,0.07998698949813843,0.0,0.0,0.0,19.0,"Failed"
"no one but a convict guilty of some truly heinous crime should have to sit through the master of disguise . ","no one but a convict guilty of some truthfully heinous criminality should have to seated through the master of disguises . ",0.020971834659576416,0.04006695747375488,0.0,0.0,0.0,25.0,"Failed"
"rarely has so much money delivered so little entertainment . ","rarely has so much money rendered so small entertainments . ",0.0057735443115234375,0.5004085302352905,0.0,1.0,0.0,8.0,"Successful"
"taylor appears to have blown his entire budget on soundtrack rights and had nothing left over for jokes . ","taylor emerges to have molten his entire budgets on soundtrack rights and had nothing left over for jokes . ",0.0013553500175476074,0.0026044845581054688,0.0,0.0,0.0,11.0,"Failed"
"`` the time machine '' is a movie that has no interest in itself . ","`` the time machine '' is a films that has no interest in itself . ",0.0006490349769592285,0.0009532570838928223,0.0,0.0,0.0,5.0,"Failed"
"a rarity among recent iranian films : it 's a comedy full of gentle humor that chides the absurdity of its protagonist 's plight . ","a dearth among recent iranian films : it 's a comedy full of mild mood that chides the absurdity of its protagonist 's plight . ",0.000529944896697998,0.7798231244087219,1.0,0.0,1.0,12.0,"Successful"
"/ but daphne , you 're too buff / fred thinks he 's tough / and velma - wow , you 've lost weight ! ","/ but daphne , you 're too buff / freda thoughts he 's tough / and vera - wow , you 've lost weight ! ",0.04273247718811035,0.13734298944473267,0.0,0.0,0.0,27.0,"Failed"
"the very definition of the ` small ' movie , but it is a good stepping stone for director sprecher . ","the very definition of the ` miniscule ' movie , but it is a good step stone for director sprecher . ",0.0007135272026062012,0.004420936107635498,1.0,1.0,1.0,16.0,"Failed"
"it 's like every bad idea that 's ever gone into an after-school special compiled in one place , minus those daytime programs ' slickness and sophistication ( and who knew they even had any ? ) . ","it 's like any wicked ideals that 's ever gone into an after-school special compiled in one place , minus those daylight programs ' slickness and sophistication ( and who knew they even had any ? ) . ",0.0013942122459411621,0.005555927753448486,0.0,0.0,0.0,21.0,"Failed"
"chilling , well-acted , and finely directed : david jacobson 's dahmer . ","chilling , well-acted , and subtly oriented : david jacobson 's dahmer . ",0.00045233964920043945,0.0009213685989379883,1.0,1.0,1.0,7.0,"Failed"
"it ca n't decide if it wants to be a mystery/thriller , a romance or a comedy . ","it ca n't decided if it wanna to be a enigma/thriller , a romance or a comedy . ",0.001271665096282959,0.0022907257080078125,0.0,0.0,0.0,18.0,"Failed"
"paid in full is so stale , in fact , that its most vibrant scene is one that uses clips from brian de palma 's scarface . ","paying in full is so archaic , in fact , that its most vibrant scene is one that utilizing clips from brian de palm 's scarface . ",0.001631319522857666,0.021606624126434326,0.0,0.0,0.0,23.0,"Failed"
"a coda in every sense , the pinochet case splits time between a minute-by-minute account of the british court 's extradition chess game and the regime 's talking-head survivors . ","a coda in every sense , the pinochet case splits time between a minute-by-minute account of the british court 's extradition chess game and the regime 's talking-head survivors . ",0.8471662998199463,0.8471662998199463,0.0,0.0,1.0,1.0,"Skipped"
"it 's played in the most straight-faced fashion , with little humor to lighten things up . ","it 's effected in the most straight-faced manner , with scant humor to lighten matters up . ",0.004964351654052734,0.03289216756820679,0.0,0.0,0.0,9.0,"Failed"
"a dumb movie with dumb characters doing dumb things and you have to be really dumb not to see where this is going . ","a silly movie with dumb characters doing dumb things and you have to be truthfully stupid not to behold where this is going . ",0.0012404918670654297,0.0016891956329345703,0.0,0.0,0.0,33.0,"Failed"
"with virtually no interesting elements for an audience to focus on , chelsea walls is a triple-espresso endurance challenge . ","with virtually no interesting elements for an audience to focus on , chelsea walls is a triple-espresso stamina challenge . ",0.010116398334503174,0.6265338659286499,0.0,1.0,0.0,7.0,"Successful"
"dense with characters and contains some thrilling moments . ","dense with characters and encompasses some riveting moments . ",0.00029921531677246094,0.0008598566055297852,1.0,1.0,1.0,8.0,"Failed"
"as unseemly as its title suggests . ","as unseemly as its title suggests . ",0.9981504082679749,0.9981504082679749,0.0,0.0,1.0,1.0,"Skipped"
"it 's like watching a nightmare made flesh . ","it 's like watching a nightmare accomplished flesh . ",0.014687597751617432,0.03499191999435425,0.0,0.0,0.0,5.0,"Failed"
"minority report is exactly what the title indicates , a report . ","minority report is exactly what the title indicates , a report . ",0.9789248108863831,0.9789248108863831,0.0,0.0,1.0,1.0,"Skipped"
"it 's hard to like a film about a guy who is utterly unlikeable , and shiner , starring michael caine as an aging british boxing promoter desperate for a taste of fame and fortune , is certainly that . ","it 's hard to like a film about a guy who is utterly unlikeable , and shiner , starring michael caine as an aging british boxing promoter desperate for a taste of fame and fortune , is definitely that . ",0.234513521194458,0.7636036276817322,0.0,1.0,0.0,13.0,"Successful"
"an entertaining , colorful , action-filled crime story with an intimate heart . ","an entertaining , colorful , action-filled offenses stories with an intimate heart . ",0.00022083520889282227,0.00026041269302368164,1.0,1.0,1.0,8.0,"Failed"
"for this reason and this reason only -- the power of its own steadfast , hoity-toity convictions -- chelsea walls deserves a medal . ","for this reason and this reason only -- the power of its own steadfast , hoity-toity convictions -- chelsea walls deserved a decoration . ",0.003054201602935791,0.6912564635276794,1.0,0.0,1.0,12.0,"Successful"
"it just may inspire a few younger moviegoers to read stevenson 's book , which is a treasure in and of itself . ","it just may stimulate a few younger moviegoers to read stevenson 's book , which is a hoard in and of itself . ",0.0003676414489746094,0.025555014610290527,1.0,1.0,1.0,7.0,"Failed"
"basically a static series of semi-improvised ( and semi-coherent ) raps between the stars . ","broadly a static series of semi-improvised ( and semi-coherent ) raps between the stars . ",0.003605067729949951,0.010480880737304688,0.0,0.0,0.0,14.0,"Failed"
"... with `` the bourne identity '' we return to the more traditional action genre . ","... with `` the bourne identity '' we reverted to the more traditional action genre . ",0.02115839719772339,0.5743265151977539,1.0,0.0,1.0,11.0,"Successful"
"it 's so good that its relentless , polished wit can withstand not only inept school productions , but even oliver parker 's movie adaptation . ","it 's so alright that its untiring , polished wit can endure not only inept school productions , but even oliver parker 's movie adaptation . ",0.0012664198875427246,0.6057344079017639,1.0,0.0,1.0,20.0,"Successful"
"chokes on its own depiction of upper-crust decorum . ","chokes on its own portrait of upper-crust decorum . ",0.002124190330505371,0.003987431526184082,0.0,0.0,0.0,3.0,"Failed"
"while there 's something intrinsically funny about sir anthony hopkins saying ` get in the car , bitch , ' this jerry bruckheimer production has little else to offer ","while there 's something intrinsically funny about sir anthony hopkins saying ` get in the car , bitch , ' this jerry bruckheimer production has little else to offer ",0.9978981018066406,0.9978981018066406,0.0,0.0,1.0,1.0,"Skipped"
"a rewarding work of art for only the most patient and challenge-hungry moviegoers . ","a reward jobs of art for only the most ailing and challenge-hungry moviegoers . ",0.0004304051399230957,0.4668194651603699,1.0,1.0,1.0,17.0,"Failed"
"directed in a paint-by-numbers manner . ","directed in a paint-by-numbers ways . ",0.01983863115310669,0.044678449630737305,0.0,0.0,0.0,7.0,"Failed"
"k-19 exploits our substantial collective fear of nuclear holocaust to generate cheap hollywood tension . ","k-19 feats our substantial collective fear of nuclear holocaust to generate inexpensive hollywood tensions . ",0.013647079467773438,0.6451000571250916,0.0,1.0,0.0,6.0,"Successful"
"at its best , queen is campy fun like the vincent price horror classics of the '60s . ","at its better , queen is campy fun like the vincent pricing terror masterpieces of the '60s . ",0.0009667873382568359,0.004943728446960449,1.0,1.0,1.0,10.0,"Failed"
"it 's a much more emotional journey than what shyamalan has given us in his past two movies , and gibson , stepping in for bruce willis , is the perfect actor to take us on the trip . ","it 's a much more sentimental trips than what shyamalan has given us in his past two movies , and gibson , stepping in for bruce willis , is the irreproachable protagonist to take us on the trip . ",0.00042945146560668945,0.0022031068801879883,1.0,1.0,1.0,20.0,"Failed"
"the quality of the art combined with the humor and intelligence of the script allow the filmmakers to present the biblical message of forgiveness without it ever becoming preachy or syrupy . ","the quality of the art combined with the mood and intelligence of the screenplay allow the cinematographers to present the biblical message of amnesty without it ever becoming preachy or syrupy . ",0.00037550926208496094,0.0005124807357788086,1.0,1.0,1.0,10.0,"Failed"
"cool ? ","cool ? ",0.002922654151916504,0.002922654151916504,1.0,1.0,1.0,1.0,"Failed"
"deliriously funny , fast and loose , accessible to the uninitiated , and full of surprises ","deliriously comical , fast and loose , accessible to the uninitiated , and full of astonishment ",0.0002638697624206543,0.0007846355438232422,1.0,1.0,1.0,7.0,"Failed"
"even with a green mohawk and a sheet of fire-red flame tattoos covering his shoulder , however , kilmer seems to be posing , rather than acting . ","even with a green mohawk and a sheet of fire-red flame tattoos covering his shoulder , yet , kilmer appears to be posing , comparatively than acting . ",0.03290635347366333,0.5312662124633789,0.0,1.0,0.0,15.0,"Successful"
"the story and the friendship proceeds in such a way that you 're watching a soap opera rather than a chronicle of the ups and downs that accompany lifelong friendships . ","the story and the friendship proceeds in such a way that you 're watching a soap opera rather than a chronicle of the ups and downs that accompany lifelong friendships . ",0.8824008703231812,0.8824008703231812,1.0,1.0,0.0,1.0,"Skipped"
"at a time when half the so-called real movies are little more than live-action cartoons , it 's refreshing to see a cartoon that knows what it is , and knows the form 's history . ","at a time when half the so-called real movies are little more than live-action cartoon , it 's refreshed to seeing a caricature that knows what it is , and knows the form 's history . ",0.000570833683013916,0.001088261604309082,1.0,1.0,1.0,8.0,"Failed"
"the old-world - meets-new mesh is incarnated in the movie 's soundtrack , a joyful effusion of disco bollywood that , by the end of monsoon wedding , sent my spirit soaring out of the theater . ","the old-world - meets-new mesh is incarnated in the movie 's soundtrack , a jubilant effusion of disco bollywood that , by the end of monsoon wedding , sent my geist spiraling out of the theater . ",0.0004490017890930176,0.5098916292190552,1.0,0.0,1.0,31.0,"Successful"
"jones ... does offer a brutal form of charisma . ","jones ... does offered a cruel form of charisma . ",0.0007944703102111816,0.7258031368255615,1.0,0.0,1.0,10.0,"Successful"
"its well of thorn and vinegar ( and simple humanity ) has long been plundered by similar works featuring the insight and punch this picture so conspicuously lacks . ","its well of thorn and vinegar ( and simple humanity ) has long been burgled by similar works features the insight and punch this picture so ostensibly absence . ",0.004172265529632568,0.06388449668884277,0.0,0.0,0.0,25.0,"Failed"
"travels a fascinating arc from hope and euphoria to reality and disillusionment . ","trip a fascinating cra from hope and euphoria to reality and disillusionment . ",0.0020333528518676758,0.013812780380249023,1.0,1.0,1.0,11.0,"Failed"
"serving sara does n't serve up a whole lot of laughs . ","serving sara does n't serving up a entire lot of grin . ",0.0009950995445251465,0.008031308650970459,0.0,0.0,0.0,13.0,"Failed"
"the sort of film that makes me miss hitchcock , but also feel optimistic that there 's hope for popular cinema yet . ","the sort of film that makes me miss hitchcock , but apart feel optimist that there 's hopes for popular film yet . ",0.001847684383392334,0.13382911682128906,1.0,1.0,1.0,15.0,"Failed"
"fun , flip and terribly hip bit of cinematic entertainment . ","fun , flip and hideously hip bit of cinematographic recreational . ",0.0002588629722595215,0.0016346573829650879,1.0,1.0,1.0,25.0,"Failed"
"the x potion gives the quickly named blossom , bubbles and buttercup supernatural powers that include extraordinary strength and laser-beam eyes , which unfortunately do n't enable them to discern flimsy screenplays . ","the x potion gives the quickly named blossom , bubbles and buttercup supernatural powers that include splendid strength and laser-beam eyes , which alack do n't enable them to discern flimsy screenplays . ",0.026319503784179688,0.8420649170875549,0.0,1.0,0.0,30.0,"Successful"
"the wild thornberrys movie is a jolly surprise . ","the wild thornberrys cinema is a jolly surprise . ",0.0005685687065124512,0.000735938549041748,1.0,1.0,1.0,11.0,"Failed"
"entertains by providing good , lively company . ","entertains by offered alright , lively company . ",0.0002898573875427246,0.00037789344787597656,1.0,1.0,1.0,6.0,"Failed"
"a densely constructed , highly referential film , and an audacious return to form that can comfortably sit among jean-luc godard 's finest work . ","a heavily erected , highly referential film , and an audacious return to form that can conveniently sit among jean-luc godard 's noblest work . ",0.00038242340087890625,0.001968085765838623,1.0,1.0,1.0,13.0,"Failed"
"what was once original has been co-opted so frequently that it now seems pedestrian . ","what was once initial has been co-opted so periodically that it now seem pedestrian . ",0.00235670804977417,0.0036358237266540527,0.0,0.0,0.0,7.0,"Failed"
"the story and structure are well-honed . ","the story and edifice are well-honed . ",0.000656425952911377,0.0008568763732910156,1.0,1.0,1.0,3.0,"Failed"
"macdowell , whose wifty southern charm has anchored lighter affairs ... brings an absolutely riveting conviction to her role . ","macdowell , whose wifty southern charm has entrenched lighter affairs ... puts an entirely riveting convictions to her role . ",0.00028508901596069336,0.0005904436111450195,1.0,1.0,1.0,17.0,"Failed"
"an intriguing cinematic omnibus and round-robin that occasionally is more interesting in concept than in execution . ","an enigmatic cinematographic omnibus and round-robin that occasionally is more interesting in conception than in implementation . ",0.0003446340560913086,0.22242850065231323,1.0,1.0,1.0,18.0,"Failed"
"the second coming of harry potter is a film far superior to its predecessor . ","the second coming of harry potter is a film far upper to its predecessor . ",0.0007237792015075684,0.2760089039802551,1.0,1.0,1.0,3.0,"Failed"
"if you can stomach the rough content , it 's worth checking out for the performances alone . ","if you can stomachache the rough content , it 's worth inspecting out for the performances alone . ",0.0020350217819213867,0.7907538414001465,1.0,0.0,1.0,15.0,"Successful"
"a warm , funny , engaging film . ","a warm , comical , engage movies . ",0.00023096799850463867,0.000279843807220459,1.0,1.0,1.0,9.0,"Failed"
"i 'll bet the video game is a lot more fun than the film . ","i 'll bet the video game is a lot more fun than the film . ",0.940528392791748,0.940528392791748,1.0,1.0,0.0,1.0,"Skipped"
"the best film about baseball to hit theaters since field of dreams . ","the best film about baseball to hit theaters since campo of nightmares . ",0.0002835392951965332,0.00036132335662841797,1.0,1.0,1.0,10.0,"Failed"
"it is great summer fun to watch arnold and his buddy gerald bounce off a quirky cast of characters . ","it is super summer fun to watch arnold and his boyfriend gerald pounce off a eccentric cast of characters . ",0.00033295154571533203,0.0009465813636779785,1.0,1.0,1.0,21.0,"Failed"
"complete lack of originality , cleverness or even visible effort ","complete shortages of originality , cleverness or even observable endeavours ",0.0009769201278686523,0.0013093352317810059,0.0,0.0,0.0,18.0,"Failed"
"awesome creatures , breathtaking scenery , and epic battle scenes add up to another ` spectacular spectacle . ' ","marvellous creatures , breathtaking landscapes , and epic battle scenes summing up to another ` dramatic spectacle . ' ",0.00035774707794189453,0.000812828540802002,1.0,1.0,1.0,38.0,"Failed"
"all-in-all , the film is an enjoyable and frankly told tale of a people who live among us , but not necessarily with us . ","all-in-all , the film is an agreeable and frankly say story of a people who live among us , but not invariably with us . ",0.00030624866485595703,0.0005589127540588379,1.0,1.0,1.0,11.0,"Failed"
"hit and miss as far as the comedy goes and a big ole ' miss in the way of story . ","hitting and miss as far as the comedy goes and a grandes ole ' miss in the pathway of story . ",0.002361297607421875,0.6496059894561768,0.0,1.0,0.0,29.0,"Successful"
"too much of it feels unfocused and underdeveloped . ","too much of it feels unfocused and underdevelopment . ",0.0011133551597595215,0.0011364221572875977,0.0,0.0,0.0,4.0,"Failed"
"a deep and meaningful film . ","a deep and valid films . ",0.00023108720779418945,0.00034487247467041016,1.0,1.0,1.0,7.0,"Failed"
"but it could have been worse . ","but it could have been worse . ",0.006826817989349365,0.006826817989349365,0.0,0.0,0.0,3.0,"Failed"
"that 's pure pr hype . ","that 's pure pr fanfare . ",0.003801286220550537,0.9957821369171143,0.0,1.0,0.0,2.0,"Successful"
"a painfully funny ode to bad behavior . ","a embarrassingly comical ode to bad behavior . ",0.02627509832382202,0.9898749589920044,1.0,0.0,1.0,6.0,"Successful"
"you 'll gasp appalled and laugh outraged and possibly , watching the spectacle of a promising young lad treading desperately in a nasty sea , shed an errant tear . ","you 'll gasp appalled and laugh appalled and possibly , watching the spectacle of a promising young lad treading desperately in a nasty sea , shed an errant tear . ",0.4632260203361511,0.5578320026397705,1.0,0.0,1.0,9.0,"Successful"
"liotta put on 30 pounds for the role , and has completely transformed himself from his smooth , goodfellas image . ","liotta put on 30 pounds for the role , and has totally conversion himself from his smooth , goodfellas image . ",0.0013846158981323242,0.6138535737991333,1.0,0.0,1.0,19.0,"Successful"
"a beguiling splash of pastel colors and prankish comedy from disney . ","a beguiling splat of pastel colors and prankish comedy from disneyland . ",0.0004011988639831543,0.0007266402244567871,1.0,1.0,1.0,4.0,"Failed"
"it proves quite compelling as an intense , brooding character study . ","it testifies rather conclusive as an intense , brooding character studies . ",0.0003299713134765625,0.47376132011413574,1.0,1.0,1.0,22.0,"Failed"
"an unwise amalgam of broadcast news and vibes . ","an mindless blending of broadcast news and vibes . ",0.0010315179824829102,0.005088150501251221,0.0,0.0,0.0,7.0,"Failed"
"utterly lacking in charm , wit and invention , roberto benigni 's pinocchio is an astonishingly bad film . ","utterly lacking in charm , wit and invention , roberto benigni 's pinocchio is an astonishingly wicked film . ",0.000811159610748291,0.9431240558624268,0.0,1.0,0.0,11.0,"Successful"
"and that leaves a hole in the center of the salton sea . ","and that departs a hole in the center of the salton sea . ",0.004477977752685547,0.006431877613067627,0.0,0.0,0.0,2.0,"Failed"
"the chateau cleverly probes the cross-cultural differences between gauls and yanks . ","the chateau sensibly enquiry the cross-cultural discrepancy between gauls and yanks . ",0.000531613826751709,0.008672177791595459,1.0,1.0,1.0,26.0,"Failed"
"broomfield turns his distinctive ` blundering ' style into something that could really help clear up the case . ","broomfield turns his symptomatic ` blundering ' style into something that could really aiding clear up the case . ",0.026285946369171143,0.5585882663726807,1.0,0.0,1.0,17.0,"Successful"
"a pleasant enough romance with intellectual underpinnings , the kind of movie that entertains even as it turns maddeningly predictable . ","a congenial enough romanticism with intellectual underpinnings , the kind of movie that entertains yet as it revolves maddeningly predictable . ",0.0007009506225585938,0.2592896819114685,1.0,1.0,1.0,11.0,"Failed"
"what really makes it special is that it pulls us into its world , gives us a hero whose suffering and triumphs we can share , surrounds him with interesting characters and sends us out of the theater feeling we 've shared a great adventure . ","what really makes it special is that it pull us into its world , gives us a hero whose suffering and triumphs we can share , wraps him with interesting characters and dispatch us out of the cinema feeling we 've exchanged a great adventure . ",0.00024753808975219727,0.00027126073837280273,1.0,1.0,1.0,23.0,"Failed"
"with the exception of some fleetingly amusing improvisations by cedric the entertainer as perry 's boss , there is n't a redeeming moment here . ","with the exception of some fleetingly entertaining improvisations by cedric the entertainer as perry 's boss , there is n't a redeeming moment here . ",0.002023160457611084,0.0023953914642333984,0.0,0.0,0.0,19.0,"Failed"
"having had the good sense to cast actors who are , generally speaking , adored by the movie-going public , khouri then gets terrific performances from them all . ","having had the good sense to cast actors who are , ordinarily speaking , worshipped by the movie-going public , khouri then got resplendent performances from them all . ",0.00037550926208496094,0.0021672844886779785,1.0,1.0,1.0,43.0,"Failed"
"... a boring parade of talking heads and technical gibberish that will do little to advance the linux cause . ","... a monotonous parades of speaking heads and technical gibberish that will do little to headway the linux cause . ",0.0006963014602661133,0.0010275840759277344,0.0,0.0,0.0,18.0,"Failed"
"it 's of the quality of a lesser harrison ford movie - six days , seven nights , maybe , or that dreadful sabrina remake . ","it 's of the quality of a lesser harrison ford movie - six days , seven nights , maybe , or that frightful sabrina remake . ",0.11369454860687256,0.6863577365875244,0.0,1.0,0.0,14.0,"Successful"
"if you enjoy more thoughtful comedies with interesting conflicted characters ; this one is for you . ","if you enjoying more considerate comedies with interesting disputed personage ; this one is for you . ",0.000559389591217041,0.0010929107666015625,1.0,1.0,1.0,18.0,"Failed"
