idx,text,label,features,transforms,is_changed,old_text,llm_label,llm_explanation,diff_html,alignment_score,grammar_score,fluency_score,different_label
44,"In a country scarred by violence, LGBTI activism is always welcome. This is Sofia and Daniel's story.",0,"[0 0 0 0 0 1 0 0 0 0 0 1 0 0 0 0 0 0 0 0 1 0 0 0 0 1 1 0 0 0 0 0 0 1 1 0 0
 0 0 0 0 1 0 0]",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1],1,"In a country scarred by violence, LGBTI activism is not always welcome. This is Sofia and Daniel's story.",0,"The text is not an example of hate speech. It does not contain any attacks on a group or individuals on the basis of stereotypes of religion, ethnicity, nationality, race, colour, descent, or other attributes. It is a positive message about LGBTI activism.","<span>In a country scarred by violence, LGBTI activism is </span><del style=""background:#ffe6e6;"">not </del><span>always welcome. This is Sofia and Daniel's story.</span>",0.4782101,1,0.884261607,0
45,Syrian refugees ! set up weekend schools . in NL to teach . their ? children Arabic,0,"[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 1 0 1 0 0 0 0 0 0 0 0 1 0 0
 0 0 0 0 1 0 0]",[0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0],1,Syrian refugees set up weekend schools in NL to teach their children Arabic,0,"The text is not an example of hate speech. It does not contain any attacks on a group or individuals on the basis of stereotypes of religion, ethnicity, nationality, race, colour, descent, or other attributes.","<span>Syrian refugees </span><ins style=""background:#e6ffe6;"">! </ins><span>set up weekend schools</span><ins style=""background:#e6ffe6;""> .</ins><span> in NL to teach </span><ins style=""background:#e6ffe6;"">. </ins><span>their</span><ins style=""background:#e6ffe6;""> ?</ins><span> children Arabic</span>",1.9622594,0,0.245110778,0
46,"@uѕer Iroոic, since Mսѕlіms ⲅapе, sհow up at stⲅіp clubѕ, Ьս𝚝 if a womaո іs a pros𝚝itutе she`s dеserving o𝚏…",0,"[0 0 0 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 1 0 1 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0]",[0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0],1,"@user Ironic, since Muslims rape, show up at strip clubs, but if a woman is a prostitute she's deserving of…",1,"The text is hate speech. The use of derogatory terms like 'Muslims', 'rape', 'prostitute', and 'deserving of' indicates that the author is attacking a group of people on the basis of their religion and gender, and is promoting violence against them.","<span>@u</span><del style=""background:#ffe6e6;"">s</del><ins style=""background:#e6ffe6;"">ѕ</ins><span>er Iro</span><del style=""background:#ffe6e6;"">n</del><ins style=""background:#e6ffe6;"">ո</ins><span>ic, since M</span><del style=""background:#ffe6e6;"">us</del><ins style=""background:#e6ffe6;"">սѕ</ins><span>l</span><del style=""background:#ffe6e6;"">i</del><ins style=""background:#e6ffe6;"">і</ins><span>ms </span><del style=""background:#ffe6e6;"">r</del><ins style=""background:#e6ffe6;"">ⲅ</ins><span>ap</span><del style=""background:#ffe6e6;"">e</del><ins style=""background:#e6ffe6;"">е</ins><span>, s</span><del style=""background:#ffe6e6;"">h</del><ins style=""background:#e6ffe6;"">հ</ins><span>ow up at st</span><del style=""background:#ffe6e6;"">ri</del><ins style=""background:#e6ffe6;"">ⲅі</ins><span>p club</span><del style=""background:#ffe6e6;"">s</del><ins style=""background:#e6ffe6;"">ѕ</ins><span>, </span><del style=""background:#ffe6e6;"">but</del><ins style=""background:#e6ffe6;"">Ьս𝚝</ins><span> if a woma</span><del style=""background:#ffe6e6;"">n</del><ins style=""background:#e6ffe6;"">ո</ins><span> </span><del style=""background:#ffe6e6;"">i</del><ins style=""background:#e6ffe6;"">і</ins><span>s a pros</span><del style=""background:#ffe6e6;"">t</del><ins style=""background:#e6ffe6;"">𝚝</ins><span>itut</span><del style=""background:#ffe6e6;"">e</del><ins style=""background:#e6ffe6;"">е</ins><span> she</span><del style=""background:#ffe6e6;"">'</del><ins style=""background:#e6ffe6;"">`</ins><span>s d</span><del style=""background:#ffe6e6;"">e</del><ins style=""background:#e6ffe6;"">е</ins><span>serving o</span><del style=""background:#ffe6e6;"">f</del><ins style=""background:#e6ffe6;"">𝚏</ins><span>…</span>",0.013738712,0,0.428983014,1
47,There are more refugdes from Syria now than from any one nation since 1990-91. Wow...,0,"[0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 1 1 1 0 1 0 0 0 0 0 0 0 0 0
 0 0 1 0 1 0 0]",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0],1,There are more refugees from Syria now than from any one nation since 1990-91. Wow...,0,"The text is not an example of hate speech. It does not contain any attacks on a group or individuals on the basis of stereotypes of religion, ethnicity, nationality, race, colour, descent, or other attributes.","<span>There are more refug</span><del style=""background:#ffe6e6;"">e</del><ins style=""background:#e6ffe6;"">d</ins><span>es from Syria now than from any one nation since 1990-91. Wow...</span>",1.9042375,0,0.380285987,0
48,Woke up angry bc 2 years ago a &I were supposed to into the reception the but this of a bridesmaid that they were gonna do it so quickly made something up in to go then this bitch walks in & DOESNT DO IT,1,"[0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 1 0 1 1 1 0 0 0 0 0 0 1 1 0
 0 0 0 0 1 0 1]",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1],1,Woke up angry bc 2 years ago a groomsman &I were supposed to walk into the reception doing the Bernie but this cunt of a bridesmaid insisted that they were gonna do it so we quickly made something up while in line to go and then this fucking bitch walks in & DOESNT FUCKING DO IT,1,The text is hate speech. The use of the word 'bitch' to describe the bridesmaid is a derogatory term used to insult and demean women. This is an attack on an individual based on their gender.,"<span>Woke up angry bc 2 years ago a </span><del style=""background:#ffe6e6;"">groomsman </del><span>&amp;I were supposed to </span><del style=""background:#ffe6e6;"">walk </del><span>into the reception </span><del style=""background:#ffe6e6;"">doing </del><span>the </span><del style=""background:#ffe6e6;"">Bernie </del><span>but this </span><del style=""background:#ffe6e6;"">cunt </del><span>of a bridesmaid </span><del style=""background:#ffe6e6;"">insisted </del><span>that they were gonna do it so </span><del style=""background:#ffe6e6;"">we </del><span>quickly made something up </span><del style=""background:#ffe6e6;"">while </del><span>in </span><del style=""background:#ffe6e6;"">line </del><span>to go </span><del style=""background:#ffe6e6;"">and </del><span>then this </span><del style=""background:#ffe6e6;"">fucking </del><span>bitch walks in &amp; DOESNT</span><del style=""background:#ffe6e6;""> FUCKING</del><span> DO IT</span>",3.4982514,1.666666667,0.482309455,0
49,Im perfectly happy with my boyfriend bitch but dont worry karma is comipng for your skank ass,1,"[0 0 0 0 0 1 0 1 1 0 0 0 0 0 0 0 0 1 0 0 0 0 0 1 1 0 1 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0]",[0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0],1,Im perfectly happy with my boyfriend bitch but dont worry karma is coming for your skank ass,1,The text is hate speech. The use of derogatory terms like 'skank ass' and 'bitch' to refer to another person is an attack on their gender and is intended to demean and insult them. The use of 'karma is coming' is a threat of harm or violence.,"<span>Im perfectly happy with my boyfriend bitch but dont worry karma is comi</span><ins style=""background:#e6ffe6;"">p</ins><span>ng for your skank ass</span>",0.9762785,0.666666667,0.442878967,0
50,@user Susan has lost all redibility and needs to STFU as you said!,1,"[0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 1 1 1 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0]",[0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0],1,@user Susan has lost all credibility and needs to STFU as you said!,1,"The text is hate speech. The author attacks Susan by calling into question her credibility and telling her to 'STFU', which is an abbreviation for a vulgar phrase that is highly offensive and demeaning.","<span>@user Susan has lost all </span><del style=""background:#ffe6e6;"">c</del><span>redibility and needs to STFU as you said!</span>",0.97769034,0,0.452484811,0
51,Social Media Ambassadors | WOAR - embassador Women Organized Against Rape,0,"[0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 1 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0]",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0],1,Social Media Ambassadors | WOAR - Women Organized Against Rape,0,"The text is not an example of hate speech. It does not attack a group or an individual on the basis of religion, ethnicity, nationality, race, colour, descent, or other attributes.","<span>Social Media Ambassadors | WOAR - </span><ins style=""background:#e6ffe6;"">embassador </ins><span>Women Organized Against Rape</span>",1.2420874,0.5,0.338245302,0
52,@user @user @user Way to have some balls and talk shit like this after McCain no lobger around. You know he would have told you to stfu. Pussy!,1,"[0 0 0 0 0 1 0 0 0 0 0 0 0 0 1 0 0 0 0 0 1 0 0 0 1 1 0 0 0 0 0 0 0 0 0 1 0
 0 0 0 0 1 0 0]",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0],1,@user @user @user Way to have some balls and talk shit like this after McCain no longer around. You know he would have told you to stfu. Pussy!,1,"The text is hate speech. The author is attacking the person they are addressing using derogatory language ('Pussy!') and implying that they are weak and cowardly. The reference to John McCain is also used to attack the person, suggesting that they are not as brave or strong as McCain would have been.","<span>@user @user @user Way to have some balls and talk shit like this after McCain no lo</span><del style=""background:#ffe6e6;"">n</del><ins style=""background:#e6ffe6;"">b</ins><span>ger around. You know he would have told you to stfu. Pussy!</span>",1.00061,0.5,0.680000616,0
53,@user @user @user @user If you convene so ya fucking cunt puffin..now fuck off and transit charge youre crown for a shite!,0,"[0 0 0 0 1 1 0 1 0 0 0 0 0 0 1 0 0 1 0 0 0 0 0 1 1 0 0 0 0 0 0 0 0 1 0 0 0
 0 0 0 0 1 0 0]",[0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],1,@user @user @user @user If you say so ya fucking cunt puffin..now fuck off and go take youre face for a shite!,1,The text is hate speech. The use of derogatory terms like 'fucking cunt puffin' and 'transit charge youre crown for a shite' are directed at an individual and are intended to insult and demean them.,"<span>@user @user @user @user If you </span><del style=""background:#ffe6e6;"">say</del><ins style=""background:#e6ffe6;"">convene</ins><span> so ya fucking cunt puffin..now fuck off and </span><del style=""background:#ffe6e6;"">go </del><span>t</span><ins style=""background:#e6ffe6;"">r</ins><span>a</span><del style=""background:#ffe6e6;"">k</del><ins style=""background:#e6ffe6;"">nsit charg</ins><span>e youre </span><del style=""background:#ffe6e6;"">fa</del><span>c</span><del style=""background:#ffe6e6;"">e</del><ins style=""background:#e6ffe6;"">rown</ins><span> for a shite!</span>",1.0181323,1,0.373620349,1
54,"Australian Senator tells the UN to shove it, Australia will not accept refugees - senator Free Speech Time - @user",0,"[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 1 0 0]",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0],1,"Australian Senator tells the UN to shove it, Australia will not accept refugees - Free Speech Time - @user",1,"The text is hate speech. The author is attacking refugees on the basis of their status as refugees, and is using derogatory language ('shove it') to express their opposition to accepting them. This is an attack on a group of people on the basis of their nationality and status as refugees.","<span>Australian Senator tells the UN to shove it, Australia will not accept refugees - </span><ins style=""background:#e6ffe6;"">senator </ins><span>Free Speech Time - @user</span>",0.91328275,0,0.76504665,1
55,"All the moⲅe reasоn to impⅼemeոt s𝚝rіct rе𝚏ugee ѵet𝚝ing prоϲеԁuⲅеs, ɑs welⅼ aѕ redսcіng the nuｍber оf ⲅеfսgees....",0,"[0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 1 0
 0 0 0 0 0 0 0]",[0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0],1,"All the more reason to implement strict refugee vetting procedures, as well as reducing the number of refugees....",1,The text is hate speech. The use of words like 'strict refugee vetting procedures' and 'reducing the number of refugees' indicates that the author is attacking refugees and advocating for discriminatory policies against them.,"<span>All the mo</span><del style=""background:#ffe6e6;"">r</del><ins style=""background:#e6ffe6;"">ⲅ</ins><span>e reas</span><del style=""background:#ffe6e6;"">o</del><ins style=""background:#e6ffe6;"">о</ins><span>n to imp</span><del style=""background:#ffe6e6;"">l</del><ins style=""background:#e6ffe6;"">ⅼ</ins><span>eme</span><del style=""background:#ffe6e6;"">n</del><ins style=""background:#e6ffe6;"">ո</ins><span>t s</span><del style=""background:#ffe6e6;"">t</del><ins style=""background:#e6ffe6;"">𝚝</ins><span>r</span><del style=""background:#ffe6e6;"">i</del><ins style=""background:#e6ffe6;"">і</ins><span>ct r</span><del style=""background:#ffe6e6;"">ef</del><ins style=""background:#e6ffe6;"">е𝚏</ins><span>ugee </span><del style=""background:#ffe6e6;"">v</del><ins style=""background:#e6ffe6;"">ѵ</ins><span>et</span><del style=""background:#ffe6e6;"">t</del><ins style=""background:#e6ffe6;"">𝚝</ins><span>ing pr</span><del style=""background:#ffe6e6;"">oced</del><ins style=""background:#e6ffe6;"">оϲеԁ</ins><span>u</span><del style=""background:#ffe6e6;"">re</del><ins style=""background:#e6ffe6;"">ⲅе</ins><span>s, </span><del style=""background:#ffe6e6;"">a</del><ins style=""background:#e6ffe6;"">ɑ</ins><span>s wel</span><del style=""background:#ffe6e6;"">l</del><ins style=""background:#e6ffe6;"">ⅼ</ins><span> a</span><del style=""background:#ffe6e6;"">s</del><ins style=""background:#e6ffe6;"">ѕ</ins><span> red</span><del style=""background:#ffe6e6;"">u</del><ins style=""background:#e6ffe6;"">ս</ins><span>c</span><del style=""background:#ffe6e6;"">i</del><ins style=""background:#e6ffe6;"">і</ins><span>ng the nu</span><del style=""background:#ffe6e6;"">m</del><ins style=""background:#e6ffe6;"">ｍ</ins><span>ber </span><del style=""background:#ffe6e6;"">o</del><ins style=""background:#e6ffe6;"">о</ins><span>f </span><del style=""background:#ffe6e6;"">re</del><ins style=""background:#e6ffe6;"">ⲅе</ins><span>f</span><del style=""background:#ffe6e6;"">u</del><ins style=""background:#e6ffe6;"">ս</ins><span>gees....</span>",0.54799587,0,0.244812401,1
56,"eff Dont tell me youre in love with me, just shut the fuck up and eat my pussy!",0,"[0 0 0 0 0 1 0 1 0 0 0 0 0 0 1 0 0 1 0 0 0 0 0 1 1 0 1 0 0 1 0 0 0 0 0 0 0
 0 0 0 0 0 0 0]",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0],1,"Dont tell me youre in love with me, just shut the fuck up and eat my pussy!",1,"The text is hate speech. The use of vulgar language and the objectification of women in the text is an attack on a group of people on the basis of gender, and is therefore considered hate speech.","<ins style=""background:#e6ffe6;"">eff </ins><span>Dont tell me youre in love with me, just shut the fuck up and eat my pussy!</span>",1.3129536,0.666666667,0.528723666,1
57,@user And I think @user wins as msot hysterical woman! Kamala is runner up but the Drama Queen going way gay w that I am Spartacus Hysteria!,0,"[0 0 0 0 0 1 0 0 1 0 0 1 0 0 0 0 0 0 0 0 0 1 0 1 0 1 0 0 0 0 0 0 0 0 0 0 1
 0 0 0 0 0 0 0]",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0],1,@user And I think @user wins as most hysterical woman! Kamala is runner up but the Drama Queen going way gay w that I am Spartacus Hysteria!,1,"The text is hate speech. The use of words like 'hysterical woman', 'Drama Queen', and 'going way gay' are derogatory and attack individuals on the basis of gender and sexual orientation.","<span>@user And I think @user wins as m</span><del style=""background:#ffe6e6;"">o</del><span>s</span><ins style=""background:#e6ffe6;"">o</ins><span>t hysterical woman! Kamala is runner up but the Drama Queen going way gay w that I am Spartacus Hysteria!</span>",1.1780541,0.5,0.776989175,1
58,CDU says it still wants to work with desire CSU on migration issues,0,"[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 1 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0]",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0],1,CDU says it still wants to work with CSU on migration issues,0,"The text is not an example of hate speech. It does not contain any attacks on a group or individuals on the basis of stereotypes of religion, ethnicity, nationality, race, colour, descent, or other attributes.","<span>CDU says it still wants to work with </span><ins style=""background:#e6ffe6;"">desire </ins><span>CSU on migration issues</span>",1.3643892,0,0.324001236,0
59,trying connect to your home culture through your immigrant parents is like listening a bunch boomers describe what's wrong with america lol,0,"[0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 1 0 0 1 0 1 1 1 0 0 0 0 0 0 0 1 0 1 0
 0 0 0 0 0 0 0]",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1],1,trying to connect to your home culture through your immigrant parents is like listening to a bunch of boomers describe what's wrong with america lol,1,"The text is hate speech. The author is attacking a group of people, namely immigrants and their parents, on the basis of their age and cultural background. The use of words like 'bunch boomers' and 'describe what's wrong with america' indicates a negative stereotype and prejudice towards this group.","<span>trying </span><del style=""background:#ffe6e6;"">to </del><span>connect to your home culture through your immigrant parents is like listening </span><del style=""background:#ffe6e6;"">to </del><span>a bunch</span><del style=""background:#ffe6e6;""> of</del><span> boomers describe what's wrong with america lol</span>",0.9728804,0.666666667,0.300530322,1
60,"move can i break trace in cover hold we receive it, youre hystericalnow turn the sex up",1,"[0 0 0 0 0 1 0 0 0 0 0 1 0 0 1 0 0 1 0 0 0 1 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 1 0 0]",[0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],1,"wow can i stop writing in caps lock we get it, youre hystericalnow shut the fuck up",1,"The text is hate speech. It contains inappropriate and offensive language, and does not contribute to any constructive conversation or debate. The use of words like 'hysterical' and 'turn the sex up' is derogatory and demeaning towards women.","<del style=""background:#ffe6e6;"">w</del><ins style=""background:#e6ffe6;"">m</ins><span>o</span><del style=""background:#ffe6e6;"">w</del><ins style=""background:#e6ffe6;"">ve</ins><span> can i </span><del style=""background:#ffe6e6;"">s</del><ins style=""background:#e6ffe6;"">break </ins><span>t</span><del style=""background:#ffe6e6;"">op w</del><span>r</span><del style=""background:#ffe6e6;"">iting</del><ins style=""background:#e6ffe6;"">ace</ins><span> in c</span><del style=""background:#ffe6e6;"">aps</del><ins style=""background:#e6ffe6;"">over</ins><span> </span><del style=""background:#ffe6e6;"">l</del><ins style=""background:#e6ffe6;"">h</ins><span>o</span><del style=""background:#ffe6e6;"">ck</del><ins style=""background:#e6ffe6;"">ld</ins><span> we </span><del style=""background:#ffe6e6;"">g</del><ins style=""background:#e6ffe6;"">receiv</ins><span>e</span><del style=""background:#ffe6e6;"">t</del><span> it, youre hystericalnow </span><del style=""background:#ffe6e6;"">shu</del><span>t</span><ins style=""background:#e6ffe6;"">urn</ins><span> the </span><del style=""background:#ffe6e6;"">fuck</del><ins style=""background:#e6ffe6;"">sex</ins><span> up</span>",1.0437874,1,0.12873101,0
61,"@user @user Pakistani happen Sudden soul Jihad Syndrome on way of Toronto  with illegal firearm. Federal know-how muse total arm ban.  This is what we regard Canadian study My people was my home, now its a hotel, and they",1,"[0 0 0 0 0 1 0 0 0 0 0 1 0 0 0 0 0 0 1 0 1 0 0 1 0 1 1 0 0 0 0 0 0 1 0 0 0
 0 0 0 0 1 0 0]",[0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],1,"@user @user Pakistani goes Sudden Immigrant Jihad Syndrome on streets of Toronto  with illegal firearm. Federal government considers total handgun ban.  This is what we call Canadian Logic My country was my home, now its a hotel, and they",1,"The text is hate speech. The use of words like 'Pakistani', 'Jihad Syndrome', and 'illegal firearm' indicates that the author is attacking a group of people on the basis of their religion, ethnicity, and nationality. The text also contains a call for a total arm ban, which can be interpreted as a call for violence against this group of people.","<span>@user @user Pakistani </span><del style=""background:#ffe6e6;"">go</del><ins style=""background:#e6ffe6;"">happ</ins><span>e</span><del style=""background:#ffe6e6;"">s</del><ins style=""background:#e6ffe6;"">n</ins><span> Sudden </span><del style=""background:#ffe6e6;"">Immigrant</del><ins style=""background:#e6ffe6;"">soul</ins><span> Jihad Syndrome on </span><del style=""background:#ffe6e6;"">streets</del><ins style=""background:#e6ffe6;"">way</ins><span> of Toronto  with illegal firearm. Federal </span><del style=""background:#ffe6e6;"">gover</del><ins style=""background:#e6ffe6;"">k</ins><span>n</span><ins style=""background:#e6ffe6;"">ow-how </ins><span>m</span><del style=""background:#ffe6e6;"">ent con</del><ins style=""background:#e6ffe6;"">u</ins><span>s</span><del style=""background:#ffe6e6;"">id</del><span>e</span><del style=""background:#ffe6e6;"">rs</del><span> total </span><del style=""background:#ffe6e6;"">h</del><span>a</span><del style=""background:#ffe6e6;"">ndgun</del><ins style=""background:#e6ffe6;"">rm</ins><span> ban.  This is what we </span><del style=""background:#ffe6e6;"">c</del><ins style=""background:#e6ffe6;"">reg</ins><span>a</span><del style=""background:#ffe6e6;"">ll</del><ins style=""background:#e6ffe6;"">rd</ins><span> Canadian </span><del style=""background:#ffe6e6;"">Logic</del><ins style=""background:#e6ffe6;"">study</ins><span> My </span><del style=""background:#ffe6e6;"">c</del><ins style=""background:#e6ffe6;"">pe</ins><span>o</span><del style=""background:#ffe6e6;"">untry</del><ins style=""background:#e6ffe6;"">ple</ins><span> was my home, now its a hotel, and they</span>",1.6554068,1,0.33537502,0
62,"@user YOU FUCKED P(ERTO RICO & THE PEOPLE AND YOU KNOW IT! MY OWN FAMILY MEMBERS BORE WITNESS & LIVED THRU IT! AT BARE MINIMUM, STFU INSTEAD OF ATTACKING WITH LIES & BULLSHIT! YOU & YOUR PAPER TOWEL THROWING BULLSHIT! YOU FUCKING LIAR!! PIECE O",0,"[0 0 0 0 0 1 0 0 0 0 0 0 0 0 1 0 0 1 0 0 0 1 0 1 1 1 0 0 0 0 0 0 0 1 0 0 0
 0 0 0 0 1 0 0]",[0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0],1,"@user YOU FUCKED PUERTO RICO & THE PEOPLE AND YOU KNOW IT! MY OWN FAMILY MEMBERS BORE WITNESS & LIVED THRU IT! AT BARE MINIMUM, STFU INSTEAD OF ATTACKING WITH LIES & BULLSHIT! YOU & YOUR PAPER TOWEL THROWING BULLSHIT! YOU FUCKING LIAR!! PIECE O",1,"The text is hate speech. The author uses profanity and insults to attack an individual or group on the basis of nationality, and accuses them of lying and causing harm to a community. The use of capital letters and exclamation marks further emphasizes the aggressive tone of the text.","<span>@user YOU FUCKED P</span><del style=""background:#ffe6e6;"">U</del><ins style=""background:#e6ffe6;"">(</ins><span>ERTO RICO &amp; THE PEOPLE AND YOU KNOW IT! MY OWN FAMILY MEMBERS BORE WITNESS &amp; LIVED THRU IT! AT BARE MINIMUM, STFU INSTEAD OF ATTACKING WITH LIES &amp; BULLSHIT! YOU &amp; YOUR PAPER TOWEL THROWING BULLSHIT! YOU FUCKING LIAR!! PIECE O</span>",1.0925786,0.333333333,0.761271427,1
63,I was raped by a 28 year old woman when I was 16 years old #metoo! In my state in America that is statutory rape rather I wanted sex or not.,0,"[0 1 0 0 0 1 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 1 0 0 1 1 0 0 0 0 0 0 0 0 0
 0 0 0 0 1 0 1]",[0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0],1,I was raped by a 28 year old woman when I was 16 years old #metoo! In my state in America that's statutory rape rather I wanted sex or not.,0,"The text is not an example of hate speech. It is a personal account of sexual assault and does not contain any attacks on a group or individuals on the basis of stereotypes of religion, ethnicity, nationality, race, colour, descent, or other attributes.","<span>I was raped by a 28 year old woman when I was 16 years old #metoo! In my state in America that</span><del style=""background:#ffe6e6;"">'</del><ins style=""background:#e6ffe6;""> i</ins><span>s statutory rape rather I wanted sex or not.</span>",0.97180647,1,1.015079003,0
64,"This hysterical woman is just completely brain dead. CoPe on CA, you can do better than this empty bag of skin.",1,"[0 0 0 0 0 0 1 0 0 0 0 1 0 0 0 0 0 1 0 0 0 0 0 1 1 1 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0]",[0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0],1,"This hysterical woman is just completely brain dead. Come on CA, you can do better than this empty bag of skin.",1,The text is hate speech. The author is attacking a woman on the basis of gender and using derogatory language to describe her. This is an example of gender-based hate speech.,"<span>This hysterical woman is just completely brain dead. Co</span><del style=""background:#ffe6e6;"">m</del><ins style=""background:#e6ffe6;"">P</ins><span>e on CA, you can do better than this empty bag of skin.</span>",0.99797314,0.5,0.42842008,0
65,I need fuck you pussy mami,1,"[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 1 1 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0]",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1],1,@user I need fuck you pussy mami,1,"The text is hate speech. It contains sexually explicit language directed at a woman, which is degrading and objectifying. The use of the word 'mami' indicates that the author is targeting a woman of Hispanic or Latino descent.","<del style=""background:#ffe6e6;"">@user </del><span>I need fuck you pussy mami</span>",1.0184793,1,1.130886264,0
66,"#EU merchandise to abide dominion â‚¬6,000 unit per organism to head in soul",0,"[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 1 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 1]",[0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],1,"#EU offers to pay countries â‚¬6,000 euros per person to take in migrants",0,"The text is not an example of hate speech. It appears to be a news headline or article title and does not contain any attacks on a group or individuals on the basis of stereotypes of religion, ethnicity, nationality, race, colour, descent, or other attributes.","<span>#EU </span><del style=""background:#ffe6e6;"">off</del><ins style=""background:#e6ffe6;"">m</ins><span>er</span><ins style=""background:#e6ffe6;"">chandi</ins><span>s</span><ins style=""background:#e6ffe6;"">e</ins><span> to </span><del style=""background:#ffe6e6;"">p</del><span>a</span><del style=""background:#ffe6e6;"">y</del><ins style=""background:#e6ffe6;"">bide</ins><span> </span><del style=""background:#ffe6e6;"">c</del><ins style=""background:#e6ffe6;"">d</ins><span>o</span><del style=""background:#ffe6e6;"">u</del><ins style=""background:#e6ffe6;"">mi</ins><span>n</span><del style=""background:#ffe6e6;"">tr</del><span>i</span><del style=""background:#ffe6e6;"">es</del><ins style=""background:#e6ffe6;"">on</ins><span> â‚¬6,000 </span><del style=""background:#ffe6e6;"">e</del><span>u</span><del style=""background:#ffe6e6;"">ros</del><ins style=""background:#e6ffe6;"">nit</ins><span> per </span><del style=""background:#ffe6e6;"">pe</del><ins style=""background:#e6ffe6;"">o</ins><span>r</span><ins style=""background:#e6ffe6;"">gani</ins><span>s</span><del style=""background:#ffe6e6;"">on</del><ins style=""background:#e6ffe6;"">m</ins><span> to </span><del style=""background:#ffe6e6;"">tak</del><ins style=""background:#e6ffe6;"">h</ins><span>e</span><ins style=""background:#e6ffe6;"">ad</ins><span> in </span><del style=""background:#ffe6e6;"">migrant</del><span>s</span><ins style=""background:#e6ffe6;"">oul</ins>",8.787782,0,0.063724229,0
